"year","ubigeo","wi_prop"
2011,"160202",1.00186490196202
2011,"160205",0.97073769892758
2011,"160206",0.991037809658203
2011,"160210",1.02446271488184
2011,"160211",0.992764945377924
2011,"160301",0.907636423194034
2011,"160302",1.00275766982926
2011,"160303",0.989290281858068
2011,"160304",0.895014583287477
2011,"160305",1.00862588525192
2011,"160401",0.954810364408773
2011,"160402",0.949407361832747
2011,"160403",0.987582920455354
2011,"160404",0.934431594815819
2011,"160501",0.873506724968382
2011,"160502",1.03747063621703
2011,"160503",1.00199707424663
2011,"160504",1.00434537855989
2011,"160505",1.00985323666722
2011,"160506",1.01487354614471
2011,"160507",1.00119852371253
2011,"160508",1.05951824718737
2011,"160509",1.0631878551146
2011,"160510",0.986559910758012
2011,"160511",0.98986150150072
2011,"160601",0.894097881217632
2011,"160602",0.907655188666671
2011,"160603",1.00398030174266
2011,"160604",0.979701519401145
2011,"160605",0.990714165813182
2011,"160606",0.87842925223929
2011,"160701",0.77936373276351
2011,"160702",1.00885131388173
2011,"160703",0.98521993050114
2011,"160704",0.996124235266111
2011,"160705",0.992486841698927
2011,"160706",1.00587059634804
2011,"160801",0.899184849530072
2011,"160802",1.05015265618283
2011,"160803",1.00073727710988
2011,"160804",1.05095004564707
2012,"160101",0.299168104137853
2012,"160102",1.00668014487746
2012,"160103",0.981828824046631
2012,"160104",0.971031159461298
2012,"160105",0.997489166711044
2012,"160106",0.992132812690728
2012,"160107",0.994633980991427
2012,"160108",0.570043845849283
2012,"160110",1.0294853063757
2012,"160112",0.737091525805788
2012,"160113",0.645375308041386
2012,"160201",0.682150817260174
2012,"160202",1.00348986256179
2012,"160205",0.976604988778814
2012,"160206",0.991429664249526
2012,"160210",1.02375589881057
2012,"160211",0.994059474936939
2012,"160301",0.927828007468166
2012,"160302",1.0042109513815
2012,"160303",0.989128699860024
2012,"160304",0.887228955672942
2012,"160305",1.0096968080623
2012,"160401",0.96592956025837
2012,"160402",0.943369622486031
2012,"160403",0.985440162379992
2012,"160404",0.913777956046644
2012,"160501",0.867643180195686
2012,"160502",1.03551849668151
2012,"160503",1.00090915419707
2012,"160504",1.00313774630268
2012,"160505",1.00545255634742
2012,"160506",1.0128469437363
2012,"160507",0.999803611073019
2012,"160508",1.05822218388201
2012,"160509",1.06182802419407
2012,"160510",0.987343045164856
2012,"160511",0.987770939576623
2012,"160601",0.877266603233238
2012,"160602",0.905708626750268
2012,"160603",0.999253371723432
2012,"160604",0.980002271991902
2012,"160605",0.990420709100505
2012,"160606",0.863803771774769
2012,"160701",0.752099717290413
2012,"160702",1.00656672591653
2012,"160703",0.987155163275463
2012,"160704",0.993124182541266
2012,"160705",0.99085409703435
2012,"160706",1.00317870162036
2012,"160801",0.900130163944901
2012,"160802",1.04963342544895
2012,"160803",0.999345894734336
2012,"160804",1.04965216233279
2013,"160101",0.318459068536303
2013,"160102",1.01352956166168
2013,"160103",0.986482141340672
2013,"160104",0.979284156574966
2013,"160105",0.99998425705569
2013,"160106",0.996812128139493
2013,"160107",0.999108613227822
2013,"160108",0.580457626974127
2013,"160110",1.03163531613395
2013,"160112",0.756535910651165
2013,"160113",0.677287390046296
2013,"160201",0.668822313524708
2013,"160202",0.999059877715056
2013,"160205",0.975390086298759
2013,"160206",0.990721208496962
2013,"160210",1.02013347348261
2013,"160211",0.991983865728463
2013,"160301",0.934082513377194
2013,"160302",1.0059109146979
2013,"160303",0.992585901429753
2013,"160304",0.907625097378082
2013,"160305",1.01226008829312
2013,"160401",0.976015595909043
2013,"160402",0.929536546635991
2013,"160403",0.989294375064408
2013,"160404",0.945728418315517
2013,"160501",0.859222382903701
2013,"160502",1.03572924350191
2013,"160503",1.0006369539334
2013,"160504",1.00188094062808
2013,"160505",1.00231529613125
2013,"160506",1.01521400027936
2013,"160507",1.00380339021834
2013,"160508",1.05874653323523
2013,"160509",1.06182522700453
2013,"160510",0.989305328463725
2013,"160511",0.988279426995786
2013,"160601",0.894135429961173
2013,"160602",0.905578237603301
2013,"160603",0.998211207588829
2013,"160604",0.981918097115339
2013,"160605",0.990527063123075
2013,"160606",0.849138387112797
2013,"160701",0.729032354119601
2013,"160702",1.00360211272573
2013,"160703",0.986722169992488
2013,"160704",0.993327952224125
2013,"160705",0.988573201697244
2013,"160706",1.00092152066624
2013,"160801",0.906459123683866
2013,"160802",1.0540192717136
2013,"160803",1.00186130860651
2013,"160804",1.05544308469116
2014,"160101",0.348566454521056
2014,"160102",1.01981850198677
2014,"160103",0.987896055157464
2014,"160104",0.987031809616958
2014,"160105",1.00221342843403
2014,"160106",1.00159839939015
2014,"160107",1.00226710816263
2014,"160108",0.615868170792968
2014,"160110",1.03261911005183
2014,"160112",0.760868806819583
2014,"160113",0.680670782464143
2014,"160201",0.649257563595471
2014,"160202",0.992139894255396
2014,"160205",0.967047506063317
2014,"160206",0.986810241231707
2014,"160210",1.01362094656003
2014,"160211",0.98694519990114
2014,"160301",0.939734947009651
2014,"160302",1.00534641044087
2014,"160303",0.994524971691722
2014,"160304",0.925321253792855
2014,"160305",1.0123420124602
2014,"160401",0.980011844541862
2014,"160402",0.912608498067273
2014,"160403",0.991446729696204
2014,"160404",0.959642357806189
2014,"160501",0.862134777785666
2014,"160502",1.03524486377927
2014,"160503",0.999636919366755
2014,"160504",1.00100499841595
2014,"160505",1.00010827340571
2014,"160506",1.01557041830783
2014,"160507",1.00605505238702
2014,"160508",1.05858539320394
2014,"160509",1.06117698429297
2014,"160510",0.990364309669005
2014,"160511",0.987546243386003
2014,"160601",0.912621307008804
2014,"160602",0.905018417495636
2014,"160603",0.996566144742808
2014,"160604",0.982724713012477
2014,"160605",0.98893705493811
2014,"160606",0.830787242695204
2014,"160701",0.693028222369886
2014,"160702",0.99601181721858
2014,"160703",0.983557043270454
2014,"160704",0.989455333370555
2014,"160705",0.983174667390176
2014,"160706",0.997562746340216
2014,"160801",0.91198407405411
2014,"160802",1.05749829618746
2014,"160803",1.00319980142135
2014,"160804",1.058766230131
2015,"160101",0.357965313464506
2015,"160102",1.01931778855619
2015,"160103",0.982767933528795
2015,"160104",0.98697618056149
2015,"160105",0.99990322126724
2015,"160106",0.999057751572615
2015,"160107",0.99964118857907
2015,"160108",0.629957433390822
2015,"160110",1.0278892874106
2015,"160112",0.768832049000478
2015,"160113",0.664249555231295
2015,"160201",0.68497406238881
2015,"160202",0.992820054067097
2015,"160205",0.966808291799534
2015,"160206",0.986945713540309
2015,"160210",1.0131006271932
2015,"160211",0.989592658332071
2015,"160301",0.946611762242506
2015,"160302",1.00589919746956
2015,"160303",0.994597683831022
2015,"160304",0.943565546142514
2015,"160305",1.01257167367471
2015,"160401",0.979798780579025
2015,"160402",0.890593957899196
2015,"160403",0.988452726045457
2015,"160404",0.958672663154131
2015,"160501",0.868182436952414
2015,"160502",1.0369669379282
2015,"160503",1.00106501201816
2015,"160504",1.00383116465626
2015,"160505",1.00334787027866
2015,"160506",1.01950560351281
2015,"160507",1.00501743760142
2015,"160508",1.05958050249601
2015,"160509",1.06254257825376
2015,"160510",0.990313110556805
2015,"160511",0.985698089657851
2015,"160601",0.913829256672818
2015,"160602",0.911586684236748
2015,"160603",0.997966997037513
2015,"160604",0.989471521530447
2015,"160605",0.990870478991153
2015,"160606",0.860509821637681
2015,"160701",0.657366269953294
2015,"160702",0.994229877311828
2015,"160703",0.981824723104446
2015,"160704",0.988261176730453
2015,"160705",0.981072517387666
2015,"160706",0.996663683470871
2015,"160801",0.912745704030394
2015,"160802",1.05550869461336
2015,"160803",1.00253837316938
2015,"160804",1.05611316363932
2016,"160101",0.357236156665193
2016,"160102",1.01872163238581
2016,"160103",0.977938699242197
2016,"160104",0.985463568007073
2016,"160105",0.998595706372068
2016,"160106",0.997407070756566
2016,"160107",0.998310255329107
2016,"160108",0.646839621550201
2016,"160110",1.02240321020965
2016,"160112",0.777651478529306
2016,"160113",0.663564073366737
2016,"160201",0.710306030186879
2016,"160202",0.998258378820085
2016,"160205",0.9742941100976
2016,"160206",0.991670785256791
2016,"160210",1.01507366563786
2016,"160211",0.993689859964243
2016,"160301",0.952189446784192
2016,"160302",1.00754815325528
2016,"160303",0.995490634153379
2016,"160304",0.951048114307847
2016,"160305",1.01509760786665
2016,"160401",0.977926091819818
2016,"160402",0.894320615843812
2016,"160403",0.985768260385051
2016,"160404",0.955774146299276
2016,"160501",0.864720896862877
2016,"160502",1.03647896291973
2016,"160503",1.00116368509452
2016,"160504",1.00405541716204
2016,"160505",1.00328628179254
2016,"160506",1.02258886436563
2016,"160507",1.00344400810837
2016,"160508",1.05892032730317
2016,"160509",1.06216756838541
2016,"160510",0.989825883080987
2016,"160511",0.982487429891124
2016,"160601",0.90299075348726
2016,"160602",0.914895117920891
2016,"160603",0.996351827462039
2016,"160604",0.991346242735428
2016,"160605",0.988115708589855
2016,"160606",0.885115753775835
2016,"160701",0.711197817390091
2016,"160702",1.00047198801112
2016,"160703",0.989309560925054
2016,"160704",0.995176483855902
2016,"160705",0.988065947744411
2016,"160706",1.00173603333356
2016,"160801",0.914556849571094
2016,"160802",1.05352838997891
2016,"160803",1.00114003419883
2016,"160804",1.05449124751275
2017,"160101",0.383551111715512
2017,"160102",1.02179846822812
2017,"160103",0.975874165832117
2017,"160104",0.985260772290288
2017,"160105",1.00109643082135
2017,"160106",0.999301755062032
2017,"160107",1.00041536802885
2017,"160108",0.662618068056118
2017,"160110",1.01935421794877
2017,"160112",0.772000113915963
2017,"160113",0.669208265300147
2017,"160201",0.730739867953497
2017,"160202",0.999982277563337
2017,"160205",0.978881018916895
2017,"160206",0.992988198408985
2017,"160210",1.01376520694308
2017,"160211",0.995340061885386
2017,"160301",0.959754980104031
2017,"160302",1.00769334586959
2017,"160303",0.996955072389146
2017,"160304",0.946219122085861
2017,"160305",1.01575214786505
2017,"160401",0.976587176519428
2017,"160402",0.926848773533091
2017,"160403",0.986190428731411
2017,"160404",0.953032096491084
2017,"160501",0.857120700398306
2017,"160502",1.03608583098801
2017,"160503",1.00093115678755
2017,"160504",1.00308120129221
2017,"160505",1.00221621349286
2017,"160506",1.02449693714279
2017,"160507",1.0034107798096
2017,"160508",1.0585329137329
2017,"160509",1.06171994226829
2017,"160510",0.990524273535577
2017,"160511",0.979773140242353
2017,"160601",0.893728731382899
2017,"160602",0.918375746884617
2017,"160603",0.994794333112425
2017,"160604",0.992197842559446
2017,"160605",0.988392699578831
2017,"160606",0.908845252151525
2017,"160701",0.739357995428933
2017,"160702",1.00268317211864
2017,"160703",0.991013014213064
2017,"160704",0.997231638613979
2017,"160705",0.990620597337417
2017,"160706",1.00273384946077
2017,"160801",0.920505270433385
2017,"160802",1.05502598146487
2017,"160803",1.0026655322085
2017,"160804",1.05726074847196
2018,"160101",0.393218377400201
2018,"160102",1.02074164635588
2018,"160103",0.970142676551624
2018,"160104",0.978768816662589
2018,"160105",1.00005884244568
2018,"160106",0.997721055888798
2018,"160107",1.00035550105476
2018,"160108",0.677921526696226
2018,"160110",1.01203094310538
2018,"160112",0.759036943115128
2018,"160113",0.685690878003926
2018,"160201",0.734063838544548
2018,"160202",0.999373218245634
2018,"160205",0.981696866095836
2018,"160206",0.991720300297474
2018,"160210",1.0092695038395
2018,"160211",0.994890635471285
2018,"160301",0.95805551509311
2018,"160302",1.00525224784862
2018,"160303",0.99602876054926
2018,"160304",0.924757150885003
2018,"160305",1.01299494985896
2018,"160401",0.965991912027422
2018,"160402",0.934054557727623
2018,"160403",0.982582809904219
2018,"160404",0.93803478649833
2018,"160501",0.865333081245143
2018,"160502",1.03671854993519
2018,"160503",1.00121430345234
2018,"160504",1.00180971590441
2018,"160505",1.00190996433687
2018,"160506",1.02613279034174
2018,"160507",1.00052923338689
2018,"160508",1.05854247482443
2018,"160509",1.06198066278895
2018,"160510",0.990089449453664
2018,"160511",0.975390465587633
2018,"160601",0.897257118344744
2018,"160602",0.925107345947205
2018,"160603",0.99591780259328
2018,"160604",0.995265137871409
2018,"160605",0.993373010553338
2018,"160606",0.935737529198789
2018,"160701",0.75459724673896
2018,"160702",1.00300101777745
2018,"160703",0.989749468757973
2018,"160704",0.996677328697108
2018,"160705",0.990184751125614
2018,"160706",0.999873001455352
2018,"160801",0.923317762339318
2018,"160802",1.05304530190253
2018,"160803",1.00103487922791
2018,"160804",1.05463714323518
2019,"160101",0.398628876893887
2019,"160102",1.01958257131355
2019,"160103",0.966483939882637
2019,"160104",0.967225332111405
2019,"160105",1.00007271512307
2019,"160106",0.996177986979077
2019,"160107",1.00069938973823
2019,"160108",0.683832088764774
2019,"160110",1.00977045188621
2019,"160112",0.749552100126012
2019,"160113",0.699939289203197
2019,"160201",0.744630537813539
2019,"160202",1.00147933192665
2019,"160205",0.984527032497146
2019,"160206",0.992350696819843
2019,"160210",1.00987042661481
2019,"160211",0.996672087165526
2019,"160301",0.953902989394723
2019,"160302",1.00686050081592
2019,"160303",0.996821313926119
2019,"160304",0.933673061767279
2019,"160305",1.01221053594514
2019,"160401",0.968814352823493
2019,"160402",0.941436550215625
2019,"160403",0.976441857142056
2019,"160404",0.923715282151733
2019,"160501",0.869989247670709
2019,"160502",1.03875118712127
2019,"160503",1.00271159877108
2019,"160504",1.00294275745421
2019,"160505",1.00429432655192
2019,"160506",1.02914867507193
2019,"160507",0.999547890664603
2019,"160508",1.05958751024865
2019,"160509",1.06346079808619
2019,"160510",0.990495701616273
2019,"160511",0.96506286873357
2019,"160601",0.921264350177519
2019,"160602",0.93353367036542
2019,"160603",0.999444721465445
2019,"160604",0.99949654230495
2019,"160605",0.997977729262084
2019,"160606",0.949981354716487
2019,"160701",0.766387316916753
2019,"160702",1.00661335411136
2019,"160703",0.990010050344271
2019,"160704",0.998549120639006
2019,"160705",0.992045138411426
2019,"160706",1.00092215948473
2019,"160801",0.927928502802486
2019,"160802",1.05230747293803
2019,"160803",1.00059061016586
2019,"160804",1.05342150547767
2020,"160101",0.399760727062418
2020,"160102",1.01933856703374
2020,"160103",0.974616305842075
2020,"160104",0.966400423133923
2020,"160105",1.00293652601648
2020,"160106",1.00036468686728
2020,"160107",1.00223456686972
2020,"160108",0.70882185000696
2020,"160110",1.01242368256195
2020,"160112",0.753267705972455
2020,"160113",0.708268530703903
2020,"160201",0.735857848507223
2020,"160202",0.998643545488431
2020,"160205",0.980514836298842
2020,"160206",0.988430238458584
2020,"160210",1.00896071778485
2020,"160211",0.994450599829597
2020,"160301",0.946928622054845
2020,"160302",1.00875106379974
2020,"160303",0.996486600025024
2020,"160304",0.930534464102853
2020,"160305",1.00794191276125
2020,"160401",0.970149771091874
2020,"160402",0.950223088364783
2020,"160403",0.965899876014054
2020,"160404",0.909720096426494
2020,"160501",0.867567364936787
2020,"160502",1.03869007968004
2020,"160503",1.00220080578189
2020,"160504",1.0030383081605
2020,"160505",1.00504945482375
2020,"160506",1.02901001873841
2020,"160507",1.00010890496549
2020,"160508",1.05955084186524
2020,"160509",1.06314789056299
2020,"160510",0.991039821400346
2020,"160511",0.97573966141801
2020,"160601",0.922257469789772
2020,"160602",0.93890925810974
2020,"160603",0.999473198508673
2020,"160604",0.999146565718741
2020,"160605",0.998887263888591
2020,"160606",0.950871565539576
2020,"160701",0.747938196742049
2020,"160702",1.00664205950241
2020,"160703",0.983673561919467
2020,"160704",0.995532481788808
2020,"160705",0.988538666286655
2020,"160706",0.998730668326766
2020,"160801",0.935850729578414
2020,"160802",1.05393863675096
2020,"160803",1.00249536558932
2020,"160804",1.05421153077108
2021,"160101",0.392417647302576
2021,"160102",1.01663618289541
2021,"160103",0.975123446829458
2021,"160104",0.975132904414632
2021,"160105",1.00718392215026
2021,"160106",1.00434575721396
2021,"160107",1.00281535381499
2021,"160108",0.725899220572921
2021,"160110",1.01924064541149
2021,"160112",0.736976509006918
2021,"160113",0.703376781593912
2021,"160201",0.738678432046762
2021,"160202",1.00118901684859
2021,"160205",0.978974349938287
2021,"160206",0.987406054432101
2021,"160210",1.01465418916171
2021,"160211",0.995499253787161
2021,"160301",0.932390629890285
2021,"160302",1.01199799170604
2021,"160303",0.996941193403432
2021,"160304",0.943926638604019
2021,"160305",1.00928804178242
2021,"160401",0.971100214615734
2021,"160402",0.958806557006088
2021,"160403",0.974962572059323
2021,"160404",0.893361284992461
2021,"160501",0.871745731478244
2021,"160502",1.03937718903649
2021,"160503",1.00303418890379
2021,"160504",1.00548484189573
2021,"160505",1.00892900307953
2021,"160506",1.03064444600541
2021,"160507",1.00122374738389
2021,"160508",1.06034382862632
2021,"160509",1.063966463615
2021,"160510",0.99116381950369
2021,"160511",0.980324839952018
2021,"160601",0.918501500430442
2021,"160602",0.933698242710673
2021,"160603",1.00135075205433
2021,"160604",0.998414913965253
2021,"160605",1.00093456821661
2021,"160606",0.953718833023081
2021,"160701",0.755255816213107
2021,"160702",1.01135032650776
2021,"160703",0.980695641140106
2021,"160704",0.997875658834605
2021,"160705",0.989967860336214
2021,"160706",1.00109303827599
2021,"160801",0.941542594910235
2021,"160802",1.055444073423
2021,"160803",1.00444851755718
2021,"160804",1.05474205878158
