"year","iddist","pop_worldp","pop_landscan","malaria_cases","malaria_incidence","deforest_km2","deforest_cum","deforest_cum_percent","deforest_cum_cat","lst_dist","lst_night_dist","skintemp_dist","tmmx_dist","tmmn_dist","prep_dist","prep_dist_chrips","spei_06_dist","spei_12_dist","spei_24_dist","ndvi_dist","evi_dist","savi_dist","lclu_urban","lclu_livestock","lclu_natural_water","areakm2_ilegal_mining","area_mining_km2","total_miningkm2","lclu_mining","lclu_agriculture","lclu_agromosaic","prop_migration","areakm2_logging_cum","area_oil_km2","protected_area_total","wi_prop","edu_prop","prop_area_ethnicity","prop_urbanization"
2018,160112,36710.0636396,28766.1,355,12.3409151744588,0.8062559,13.55,6.36,0,27.3662052,21.2219771,25.8137756666667,31.2416666666667,21.2333333333333,3038.5422129,2698.4663819,-0.045523575,-0.103940433333333,-0.240656425,0.769882875,0.503817891666667,1.15773861666667,4.3094753,0.0187337,58.8090804,0,0,0,0,0,218.3236616,0.108869690617659,0,0,0,0.759036943115128,0.809730146244495,0,0.86923765696614
2019,160112,37466.9366176,31086.1,108,3.47422159743422,0.5245722,14.08,3.91,0,27.2190663,20.9161717,26.02116365,31.65,21.625,2627.3593513,3281.0862426,0.430763358333333,0.397713891666667,0.173998408333333,0.765083858333333,0.494773466666667,1.148283925,4.3099616,0.0133781,59.4008745,0,0,0,0,0,218.6182367,0.106137222694194,0,0,0,0.749552100126012,0.829177306472961,0,0.872437457836429
2020,160112,37377.9285207,28937.9,30,1.03670273240284,1.1543889,15.23,8.17,0,27.6933587,21.5243788,26.347634725,31.9583333333333,21.9083333333333,2713.6224448,3150.4660403,0.202665316666667,0.296932125,0.389073991666667,0.777088966666667,0.514894775,1.16797015833333,4.313033,0,59.9312076,0,0,0,0,0,223.8223302,0.103404754770728,0,0,0,0.753267705972455,0.838695596492356,0,0.875637258706718
2021,160112,NA,30281,28,0.924672236716093,0.2159515,15.45,1.44,0,27.4742525,21.3194279,26.0418289583334,31.6666666666667,21.6333333333333,2971.2749135,3309.1440301,-0.0602238333333333,0.0259805,0.181212183333333,0.773072416666667,0.520239358333333,1.160056725,4.3549615,0.098131,50.9571317,0,0,0,0,0,226.0177811,0.100672286847263,0,0,0,0.736976509006918,0.837427884765049,0,0.878837059577006
2009,160113,76167.2655433,129343.6,3286,25.4051997934185,11.7984716,11.8,11.8,1,27.487346,21.1193343,25.2379902916667,31.5916666666667,21.3666666666667,2534.5450162,2322.6803984,-0.213795541666667,0.135582025,1.63470360833333,0.843965408333333,0.560621883333333,1.26442879166667,34.665237,0.5710126,18.9678231,0,3.0130832711626,3.0130832711626,2.8711683,0,358.9070898,0.19637142193833,0,119.682546585318,480.425467043669,0.619298169788908,0.812892520331431,0.01,0.844571599254314
2010,160113,77367.1254302,130827.9,2412,18.4364344302706,6.533978,18.33,55.34,1,27.7715426,21.0521346,25.728205425,31.9833333333333,21.675,1673.0231728,1807.2006613,-2.19991398333333,-2.15528481666667,-1.09505485833333,0.828677566666667,0.550536616666667,1.23932395833333,35.1201475,0.8582632,16.4422813,0,3.0130832711626,3.0130832711626,3.1905016,0,377.4477114,0.193235568582874,0,119.682546585318,480.425467043669,0.633868685729186,0.784291428187017,0.01,0.847962786830126
2011,160113,81126.5690602,123679,1513,12.2332813169576,4.4939634,22.83,24.55,1,27.1821268,21.098117,25.17260755,31.6666666666667,21.3083333333333,3089.5217665,2769.0900971,-3.580565475,-4.885770775,-4.16647785,0.829520858333333,0.5459248,1.24122930833333,37.126158,0.0722261,19.3730342,0,3.0130832711626,3.0130832711626,1.9917288,0,380.6536095,0.190099715227418,0,119.682546585318,480.425467043669,0.636694804178191,0.804012313179376,0.01,0.851353974405939
2012,160113,81935.3406845,132073.9,3612,27.3483254450728,8.7189648,31.55,38.2,1,27.4842652,20.7231192,25.1195624416667,31.6333333333333,21.275,2226.86133,3177.0282692,-1.42098996666667,-2.03825960833333,-4.380255175,0.837265041666667,0.551094675,1.2532948,38.1919727,0.1685318,17.2527765,0,3.0130832711626,3.0130832711626,2.0934063,0,399.4794546,0.186963861871962,0,119.682546585318,480.425467043669,0.645375308041386,0.785356033712067,0.01,0.854745161981751
2013,160113,88852.4637967,124713.9,7175,57.531678505764,5.1172612,36.66,16.2,1,27.9092994,20.4305076,25.1786747583334,31.6916666666667,21.3083333333333,2846.7550721,2825.7847913,-0.218418133333333,-1.097180925,-1.87402916666667,0.839941708333333,0.546017941666667,1.25797228333333,38.7762454,0.419688,18.6397854,0,3.0130832711626,3.0130832711626,2.5438504,0,409.9435908,0.183828008516505,0,119.682546585318,480.425467043669,0.677287390046296,0.791934256265645,0.01,0.858136349557563
2014,160113,91080.5396659,125931.3,10693,84.9113762821475,9.0705075,45.73,24.74,1,27.6396182,20.9095901,25.1718434333334,31.625,21.3666666666667,1768.1107537,2729.3789793,0.376082325,0.36196985,-0.355427991666667,0.820614133333333,0.561719266666667,1.226390425,39.6531349,0.2538783,18.4800416,0,3.0130832711626,3.0130832711626,2.8961625,0,429.0198902,0.180692155161049,54.499656312085,119.682546585318,480.425467043669,0.680670782464143,0.801116175833391,0.01,0.861527537133375
2015,160113,91642.3219828,127094.3,8017,63.0791467437957,5.3483582,51.08,11.7,1,27.7274714,21.3905593,25.4739674666667,32.025,21.7416666666667,2139.2517618,2527.467451,0.830354458333333,1.36809040833333,1.02169876666667,0.823581591666667,0.537728083333333,1.231151525,40.1885938,0.2502594,18.3970969,0,3.0130832711626,3.0130832711626,4.9304479,0.4057616,435.2156124,0.177556301805593,0,119.682546585318,480.425467043669,0.664249555231295,0.809242263782597,0.01,0.864918724709187
2016,160113,90538.3243416,127599,6922,54.2480740444674,8.097241,59.18,15.86,1,28.0902844,21.0918618,25.71270695,31.925,21.6083333333333,2563.5948734,2618.0646445,-0.12781205,-0.0335091666666667,0.870994141666667,0.827410158333333,0.548080775,1.238232475,40.6273178,1.2735017,19.3196518,0,3.0130832711626,3.0130832711626,5.573569,0.870405,438.2422693,0.174420448450137,0,119.682546585318,480.425467043669,0.663564073366737,0.806645154965508,0.01,0.868309912285
2017,160113,94204.2287966,128826.9,3350,26.0038858344026,5.0942498,64.27,8.6,0,27.7920028,21.2766972,25.5689310333334,31.4416666666667,21.35,2756.2629866,2737.7192815,-0.285987266666667,-0.302287458333333,-0.187627258333333,0.828075766666667,0.553351741666667,1.239921775,40.7451446,0.5232066,19.5271116,0,3.0130832711626,3.0130832711626,6.1223365,0.8971587,458.8834771,0.171284595094681,110.657400495504,119.682546585318,480.425467043669,0.669208265300147,0.810457417112988,0.01,0.871701099860812
2018,160113,94565.8936379,114807,5192,45.2237232921338,5.9892393,70.26,9.32,0,27.6916407,20.7294231,25.2604406666667,31.3833333333333,21.1833333333333,2842.4811278,2536.0980698,0.0238133416666667,-0.015410175,-0.176277658333333,0.830528591666667,0.55486205,1.24302235833333,41.729873,0.2220746,18.5393108,0,3.0130832711626,3.0130832711626,7.3677622,1.0701747,452.1865475,0.168148741739225,344.884960464567,119.682546585318,480.425467043669,0.685690878003926,0.820686546531354,0.01,0.875092287436624
2019,160113,96455.2392607,114624.4,1578,13.7667023775043,4.2882061,74.55,6.11,0,27.7436353,21.0372617,25.4371330166667,31.9,21.65,2521.161622,3141.2026227,0.248551275,0.228395458333333,0.123449425,0.827966958333333,0.540643091666667,1.237626675,42.2775882,0.1890566,18.8836502,0,3.0130832711626,3.0130832711626,8.0310621,1.0764176,452.6126377,0.165012888383769,452.045789014455,119.682546585318,480.425467043669,0.699939289203197,0.839388867264599,0.01,0.878483475012436
2020,160113,98088.0711989,127341,425,3.33749538640344,6.1398869,80.69,8.24,0,28.1747086,21.4861121,25.7951909416667,32.2,21.8833333333333,2551.1179182,3024.6123125,0.0649818,0.131342308333333,0.202857783333333,0.833236325,0.558737458333333,1.24655379166667,43.3318959,0.3040965,18.724098,5.35486119576606,3.0130832711626,8.36794446692866,8.9212535,1.0683919,455.7095858,0.161877035028313,0,119.682546585318,480.425467043669,0.708268530703903,0.836476070070162,0.01,0.881874662588248
2021,160113,NA,121913.6,370,3.03493621712426,3.1759493,83.87,3.94,0,28.1777179,21.3732611,25.485221275,31.9666666666667,21.6666666666667,2753.4476132,3015.773133,-0.123294958333333,-0.047500775,0.0469275666666667,0.836805633333333,0.555714608333333,1.25207658333333,47.5562406,2.0380053,17.9143384,5.35486119576606,3.0130832711626,8.36794446692866,7.1316996,1.0362888,459.9433653,0.158741181672857,0,119.682546585318,480.425467043669,0.703376781593912,0.832773548884393,0.01,0.88526585016406
2009,160201,53926.5484821,72294,474,6.5565607104324,25.8986395,25.9,25.9,1,27.3090598,21.1338688,25.2505081,32.7416666666667,21.125,2226.3196289,1804.0513041,-0.0789365833333334,0.307348975,0.899683791666667,0.827571683333333,0.574571108333333,1.2414391,10.1891663,0,65.9601337,0,0,0,0,55.765625,690.8603158,0.10725928112238,0,1853.96210040976,0.0938113356380662,0.600220457777329,0.804520425002295,0.05,0.775682190716436
2010,160201,54623.7800811,73166.6,192,2.62414817690039,30.3183976,56.22,117.07,1,28.0406229,20.8696076,25.763165725,33.2416666666667,21.6333333333333,2160.6065748,1685.9991486,-0.910715583333333,-1.110142625,-0.549999066666667,0.831965075,0.544106941666667,1.2479115,10.5908226,0,58.4392506,0,0,0,0,59.2070306,707.8329939,0.107040946310613,0,1853.96210040976,0.0938113356380662,0.644202996051279,0.789779557962216,0.05,0.781843378422043
2011,160201,55339.4386127,75129.3,62,0.825243946103584,22.5537192,78.77,40.11,1,27.5603447,20.943625,25.1380708,32.5833333333333,20.9666666666667,2642.7154905,2150.327701,0.186227741666667,-0.351894975,-0.979843775,0.827337025,0.576243008333333,1.24094350833333,11.2656108,0,57.8363471,0,0,0,0,81.2388046,692.777515,0.106822611498845,0,1853.96210040976,0.0938113356380662,0.658724220733576,0.774490946018256,0.05,0.78800456612765
2012,160201,56694.3429794,78659.7,89,1.13145613319146,23.8877518,102.66,30.33,1,27.9472569,20.6392733,25.0992741166667,32.6083333333333,21,1743.9759745,2273.7530912,0.352787183333333,0.874526458333333,0.361997541666667,0.8325296,0.557544641666667,1.24922579166667,11.7477748,0,59.9065352,0,0,0,0,104.6223296,700.5410277,0.106604276687078,0,1853.96210040976,0.0938113356380662,0.682150817260174,0.777250283292153,0.05,0.794165753833257
2013,160201,57101.7918584,63763.2,161,2.52496737930342,23.3407309,126,22.74,1,27.7031348,20.7647792,25.07063565,32.7,21.1,1912.0783342,1975.8579268,0.087193825,0.041373275,0.595582491666667,0.828590941666667,0.573570283333333,1.24356035,12.05846,0,66.4370615,0,0,0,0,104.3120264,723.0153647,0.10638594187531,0,1853.96210040976,0.0938113356380662,0.668822313524708,0.814195849153241,0.05,0.800326941538864
2014,160201,58426.0146981,64385.4,569,8.83740723828694,22.9674137,148.97,18.23,1,27.7368035,20.6730443,25.0246751666667,32.65,21.0416666666667,2154.0789623,2006.2144348,0.137764191666667,0.021575475,-0.00319141666666665,0.8192492,0.5703629,1.22842940833333,12.42039,0,66.5956954,0,0,0,0,112.9606954,700.6390722,0.106167607063543,0,1853.96210040976,0.0938113356380662,0.649257563595471,0.800923812658875,0.05,0.806488129244471
2015,160201,58807.6460273,64516.5,245,3.79747816450055,14.7136886,163.68,9.87,0,27.6513358,21.464209,25.4072782083334,33.025,21.4333333333333,2620.9577779,1955.0472695,-0.137680925,0.145434925,0.0694308416666667,0.817539966666667,0.572690908333333,1.22683405833333,12.5205358,0,62.4044565,0,0,0,0,115.1008136,690.4453775,0.105949272251775,0,1853.96210040976,0.0938113356380662,0.68497406238881,0.779737910548338,0.05,0.812649316950078
2016,160201,60116.7705848,64148,324,5.05081997879903,16.2373758,179.92,9.92,0,28.4098189,21.0535296,25.7689849166667,32.9666666666667,21.95,2473.5212351,2057.0103002,-0.769958083333333,-1.04545815833333,-0.630282333333333,0.822903316666667,0.563691983333333,1.23472995,12.7296039,0,61.4439435,0,0,0,0,148.6195539,650.6801507,0.105730937440008,0,1853.96210040976,0.0938113356380662,0.710306030186879,0.786271121192073,0.05,0.818810504655686
2017,160201,60979.6345775,64748.4,157,2.4247703418154,9.6155298,189.53,5.34,0,27.8161964,20.8194119,25.2609214083334,32.425,21.6083333333333,2030.2608848,2598.9646125,0.0121730166666667,-0.111734758333333,-0.782150641666667,0.814692733333333,0.576235641666667,1.221727925,13.0826482,0,58.8299029,0,0,0,0,149.0765421,658.4945184,0.10551260262824,0,1853.96210040976,0.0938113356380662,0.730739867953497,0.794453937832686,0.05,0.824971692361293
2018,160201,61973.8312053,72423.6,175,2.41633942527022,11.4718643,201.01,6.06,0,27.8467943,20.7326657,25.0825510583334,32.1083333333333,21.5666666666667,2294.3008562,2434.1979119,-0.2273095,-0.235900083333333,-0.274353208333333,0.810220916666667,0.568503408333333,1.21351250833333,13.4463811,0,61.035118,0,0,0,0,153.5648235,659.027054,0.105294267816473,0,1853.96210040976,0.0938113356380662,0.734063838544548,0.810911119575308,0.05,0.8311328800669
2019,160201,62961.1862914,76899.3,81,1.05332558293769,7.0067304,208.01,3.48,0,28.0900789,20.9266726,25.27204265,33.25,21.6416666666667,1854.3631525,2183.7941918,-0.021153775,-0.130194333333333,-0.289260983333333,0.809507175,0.568702891666667,1.21277486666667,13.67404,0,72.5097635,0,0,0,0,156.1184884,642.0584522,0.105075933004705,0,1853.96210040976,0.0938113356380662,0.744630537813539,0.81066920672193,0.05,0.837294067772507
2020,160201,64279.2356884,72995.7,135,1.84942400716755,12.7635382,220.78,6.14,0,28.5704879,21.1941522,25.76176165,33.6916666666667,22.0666666666667,2296.123102,2182.2508172,-0.094586275,-0.026725675,-0.150991291666667,0.8382069,0.575672641666667,1.25808634166667,14.1017336,0,65.1558292,0,0,0,0,157.2092547,660.5606433,0.104857598192938,0,1853.96210040976,0.0938113356380662,0.735857848507223,0.819407449917768,0.05,0.843455255478114
2021,160201,NA,72801.9,109,1.49721367162121,9.8773469,230.65,4.47,0,28.2724721,21.0303425,25.4675470333334,33.7166666666667,22.1,2714.4715251,1810.5511375,-0.396456991666667,-0.326984775,-0.283429058333333,0.823304508333333,0.572870133333333,1.23470154166667,14.814866,0,61.1438737,0,0,0,0,159.260667,676.4615271,0.10463926338117,0,1853.96210040976,0.0938113356380662,0.738678432046762,0.814343560792357,0.05,0.849616443183721
2009,160202,12996.802328,3103.5,1200,386.660222329628,12.7645078,12.76,12.76,1,25.9776258,19.854985,23.8556607083333,32.1083333333333,13.3083333333333,2135.3099483,1847.8388872,0.287995083333333,0.862849608333333,1.430503125,0.860294166666667,0.584719383333333,1.288410775,0.8459333,0,19.8630842,0,0,0,0,0,270.6203078,0.0107656491857516,0,964.534415305554,0,0.996838317513767,0.615066369003709,0.62,0.0576162491655449
2010,160202,13379.1008618,3186.3,55,17.2614003703355,13.1462478,25.91,103.06,1,26.2372028,19.7667758,24.3564017,32.6083333333333,13.725,2057.7498994,1756.7512674,-0.7163168,-0.856508483333333,0.00757923333333334,0.856736525,0.556402783333333,1.28163824166667,0.8788448,0,16.1872533,0,0,0,0,0,286.2264427,0.0113532617797811,0,964.534415305554,0,1.00248003791859,0.625432628302234,0.62,0.060977598301542
2011,160202,13779.980575,2402.9,21,8.73943984352241,7.9678859,33.88,30.76,1,26.2481468,19.613366,23.7351799083334,32.0083333333333,13.2083333333333,2586.8878574,2073.0834999,0.4892799,0.0026588,-0.595808025,0.860834341666667,0.570343591666667,1.28957518333333,0.8895194,0,19.1802716,0,0,0,0,0,282.5414384,0.0119408743738107,0,964.534415305554,0,1.00186490196202,0.607109776614891,0.62,0.064338947437539
2012,160202,14035.0720867,1792.5,10,5.57880055788006,20.3800979,54.26,60.15,1,26.2033547,19.46024,23.7038985666667,32.0416666666667,13.225,1723.8552477,2210.7726791,0.570620766666667,1.201586375,0.84916955,0.867708416666667,0.558114183333333,1.2996654,0.950012,0,19.2363362,0,0,0,0,0,292.3807322,0.0125284869678402,0,964.534415305554,0,1.00348986256179,0.63464804459185,0.62,0.067700296573536
2013,160202,14662.468601,2285.3,45,19.6910690062574,13.5893703,67.85,25.05,1,26.0844337,19.6691691,23.6886855916667,32.125,13.3333333333333,1958.517396,1904.6703028,0.474367116666667,0.5397783,1.150917725,0.864050641666667,0.576864408333333,1.293577825,0.9909323,0,20.5139794,0,0,0,0,0,298.3011283,0.0131160995618697,0,964.534415305554,0,0.999059877715056,0.67701432468919,0.62,0.071061645709533
2014,160202,15000.7826699,2311.8,54,23.3584220088243,15.1472457,83,22.33,1,26.1292599,19.2209392,23.5579521833334,32.0666666666667,13.3,2098.9511448,2001.284054,0.419239358333333,0.331656858333333,0.541287708333333,0.857997383333333,0.580393225,1.28374414166667,0.9980504,0,20.1464448,0,0,0,0,0,297.9456841,0.0137037121558993,0,964.534415305554,0,0.992139894255396,0.644531466468153,0.62,0.07442299484553
2015,160202,15505.4569015,2311.2,457,197.73277950848,19.1870609,102.18,23.11,1,26.2448913,19.8429538,23.9013442833334,32.4666666666667,13.6666666666667,2373.2440363,1963.611745,0.465769391666667,0.880911325,0.795091908333333,0.847973975,0.574638183333333,1.26967595,1.0238472,0,20.0088792,0,0,0,0,0,301.9251758,0.0142913247499288,0,964.534415305554,0,0.992820054067097,0.616419126549925,0.62,0.0777843439815271
2016,160202,15880.38721,2283.5,793,347.273921611561,14.2209522,116.4,13.92,1,26.6815536,19.5145438,24.2923732666667,32.35,14.1416666666667,2300.6971698,2031.0955809,-0.425253066666667,-0.524256475,0.244094758333333,0.8583106,0.571714333333333,1.28573126666667,1.0425316,0,21.0133295,0,0,0,0,0,300.9715311,0.0148789373439584,0,964.534415305554,0,0.998258378820085,0.63768093532685,0.62,0.0811456931175241
2017,160202,16370.1934221,2308.7,1715,742.842292199073,8.3110028,124.71,7.14,0,26.4371711,19.6730079,23.734043625,31.8333333333333,13.825,1899.3993722,2732.3996061,0.306075066666667,0.430056058333333,-0.104822341666667,0.853544,0.581696783333333,1.27768680833333,1.0914588,0,18.4348548,0,0,0,0,0,311.0720822,0.0154665499379879,0,964.534415305554,0,0.999982277563337,0.658750675164428,0.62,0.0845070422535211
2018,160202,16863.8838136,2426.5,1553,640.016484648671,13.8562685,138.57,11.11,1,26.5074417,19.1896017,23.589303,31.4916666666667,13.7833333333333,2146.913073,2431.8331501,-0.474134325,-0.463996016666667,-0.07122485,0.854650666666667,0.576050325,1.27933714166667,1.1270447,0,19.7193573,0,0,0,0,0,313.7587521,0.0160541625320174,0,964.534415305554,0,0.999373218245634,0.661683626789171,0.62,0.0878683913895181
2019,160202,17394.9489691,2128,640,300.751879699248,9.245883,147.82,6.68,0,26.476797,19.57768,23.7632565833334,32.55,13.7916666666667,1767.4192702,2104.6618292,0.0441708666666666,-0.200336408333333,-0.484287708333333,0.847065008333333,0.588688141666667,1.26520795833333,1.1501739,0,20.3426221,0,0,0,0,0,308.6707164,0.016641775126047,0,964.534415305554,0,1.00147933192665,0.676833940790671,0.62,0.0912297405255152
2020,160202,17808.0858539,15035.1,274,18.224022454124,13.9111657,161.73,9.41,0,26.391988,20.0726727,24.1957024166667,33,13.8666666666667,2230.2789365,2145.2128674,-0.121946733333333,0.0511219666666667,-0.1449469,0.8707816,0.57809705,1.304503475,1.1884301,0,20.0576646,0,0,0,0,0,316.4439793,0.0172293877200765,0,964.534415305554,0,0.998643545488431,0.683670746551622,0.62,0.0945910896615122
2021,160202,NA,11266.6,495,43.9351712140309,8.358836,170.09,5.17,0,26.5612316,20.0755298,23.9164902666667,33.0666666666667,13.825,2601.897889,1804.5961241,-0.239648191666667,-0.291103108333333,-0.207291941666667,0.857879116666667,0.578744316666667,1.284199175,1.2515877,0,20.0109865,0,0,0,0,0,322.3108026,0.017817000314106,0,964.534415305554,0,1.00118901684859,0.701569166417677,0.62,0.0979524387975092
2009,160205,3363.5425723,5075.8,61,12.017810000394,4.3918996,4.39,4.39,0,27.4643424,20.971699,25.3631614916667,32.0166666666667,21.525,2273.6763226,1876.565702,0.0594688083333334,0.54296345,1.292103675,0.852228183333333,0.550268883333333,1.27601144166667,0.8012332,0,15.1131599,0,0,0,0,0,48.2188316,0.0262798646486117,0,2449.04622698558,0,0.95750700817638,0.643113494772295,0.41,0.512228563356037
2010,160205,3448.3821901,5150.2,7,1.3591705176498,4.0284939,8.42,91.8,1,27.6525336,21.3231325,25.8882405916667,32.525,22.025,2204.0273863,1786.9667861,-0.594540125,-0.733335066666667,-0.113245608333333,0.8464314,0.529599883333333,1.2663662,0.8083552,0,14.7399745,0,0,0,0,0,51.3692587,0.0278666764393301,0,2449.04622698558,0,0.965944351471003,0.638492885517161,0.41,0.52125358242086
2011,160205,3590.5431366,5245.5,3,0.57191878753217,2.5548553,10.98,30.4,1,27.3061139,21.188357,25.3121350416667,32.05,21.5666666666667,2718.4252051,2140.6899967,0.378366366666667,0.00403031666666666,-0.459406941666667,0.844631183333333,0.549838925,1.26455065,0.8430758,0,13.4156021,0,0,0,0,0,50.8894729,0.0294534882300485,0,2449.04622698558,0,0.97073769892758,0.623973996574476,0.41,0.530278601485683
2012,160205,3693.7023673,4681,1,0.21362956633198,5.6120732,16.59,51.09,1,27.471623,20.8837241,25.178327375,32.0916666666667,21.6333333333333,1813.1383586,2431.1656103,0.541504975,1.0652027,0.702695225,0.856072991666667,0.534682658333333,1.28277138333333,0.8706733,0,13.8011677,0,0,0,0,0,53.752473,0.0310403000207669,0,2449.04622698558,0,0.976604988778814,0.604249531877872,0.41,0.539303620550506
2013,160205,3808.3818332,5465.9,1,0.182952487239064,6.0668201,22.65,36.53,1,27.4408698,21.1317872,25.1902238333334,32.1416666666667,21.6666666666667,2063.7983487,2072.0344392,0.34377145,0.341063583333333,0.88326955,0.847649133333333,0.55416595,1.26929276666667,0.8973811,0,14.6777162,0,0,0,0,0,58.6054543,0.0326271118114853,0,2449.04622698558,0,0.975390086298759,0.676589723929514,0.41,0.548328639615329
2014,160205,3872.4726219,5540.5,NA,NA,6.105032,28.76,26.98,1,27.5445158,21.0155082,25.1401682166667,32.05,21.6083333333333,2323.1839067,2110.7498614,0.410833908333333,0.400872008333333,0.4482156,0.831342158333333,0.541534566666667,1.23976323333333,0.9276502,0,14.6798469,0,0,0,0,0,57.1229016,0.0342139236022037,0,2449.04622698558,0,0.967047506063317,0.659654173189118,0.41,0.557353658680152
2015,160205,3918.3182912,6443.4,18,2.79355619703883,4.7577939,33.52,16.55,1,27.654178,21.6328035,25.485377925,32.425,21.9666666666667,2607.2271163,2190.6928233,0.238001516666667,0.501618516666667,0.552474133333333,0.837933225,0.549931283333333,1.25538645833333,0.9231986,0,14.0792998,0,0,0,0,0,59.3796662,0.0358007353929222,0,2449.04622698558,0,0.966808291799534,0.651093066356418,0.41,0.566378677744975
2016,160205,4003.3030613,7698.7,95,12.3397456713471,5.0105236,38.53,14.95,1,27.8176834,21.386776,25.839059525,32.5916666666667,22.4833333333333,2571.3179174,2176.9095737,-0.299302808333333,-0.379244741666667,0.0700891166666667,0.848398075,0.5393379,1.27112274166667,0.9436735,0,14.0543956,0,0,0,0,0,57.8650928,0.0373875471836406,0,2449.04622698558,0,0.9742941100976,0.658570904827825,0.41,0.575403696809798
2017,160205,4034.1512342,7791.8,66,8.470443286532,3.0358617,41.56,7.86,0,27.7290459,21.1776523,25.3435671166667,32.1416666666667,22.1666666666667,2190.237004,2664.83102,0.317184008333333,0.433082316666667,0.02048125,0.83426435,0.547209975,1.24736153333333,0.9588077,0,14.5172282,0,0,0,0,0,60.979096,0.038974358974359,0,2449.04622698558,0,0.978881018916895,0.677413700604518,0.41,0.584428715874621
2018,160205,4086.3353874,8433.4,7,0.830032964166291,4.4528151,46.02,10.73,1,27.715304,21.2655202,25.1570473,31.8,22.1,2348.3179709,2460.9419848,-0.35558465,-0.330754516666667,0.0481883916666667,0.833291058333333,0.547748183333333,1.24749206666667,0.9641494,0,13.8904854,0,0,0,0,0,60.9075251,0.0405611707650774,0,2449.04622698558,0,0.981696866095836,0.729821943120656,0.41,0.593453734939444
2019,160205,4156.8668094,6029.8,NA,NA,3.798638,49.81,8.24,0,27.5505356,21.5377808,25.3607169333334,32.5583333333333,22.0416666666667,2043.179442,2270.7398159,0.071956125,-0.109436225,-0.301181083333333,0.83809275,0.551744441666667,1.25413458333333,0.9775035,0,13.9385647,0,0,0,0,0,57.7731743,0.0421479825557958,0,2449.04622698558,0,0.984527032497146,0.676817607500937,0.41,0.602478754004267
2020,160205,4301.3247037,4966,NA,NA,5.1637792,54.98,10.38,1,27.7744295,21.746029,25.8422385583334,32.95,22.35,2379.55808,2307.1974953,-0.0611775083333333,0.0897515833333334,-0.03253765,0.863243983333333,0.552694566666667,1.29432119166667,0.9881866,0,14.7793009,0,0,0,0,0,59.0850428,0.0437347943465142,0,2449.04622698558,0,0.980514836298842,0.728091550309101,0.41,0.61150377306909
2021,160205,NA,3765.2,NA,NA,3.2435332,58.22,5.89,0,27.8142849,21.4832025,25.534331225,32.9,22.425,2628.6999262,1934.4199079,-0.172617083333333,-0.20764805,-0.0953300083333334,0.846230658333333,0.568170308333333,1.266436675,1.0086622,0,13.2206918,0,0,0,0,0,65.1453649,0.0453216061372326,0,2449.04622698558,0,0.978974349938287,0.663210739113954,0.41,0.620528792133913
2009,160206,11064.6437375,12705.6,327,25.7366830374008,3.3799624,3.38,3.38,0,27.2040245,21.1474077,25.3143525833334,32.025,21.4333333333333,2210.0006256,1875.1355425,-0.123823908333333,0.150302866666667,1.01517465833333,0.829327591666667,0.533172133333333,1.24232713333333,3.17314,0,121.825003,0,0,0,0,0,150.3261027,0.0440729691414423,0,3092.54435497896,200.000820341138,0.985066183336274,0.755264300535756,0.74,0.614152470845106
2010,160206,11159.5334955,12850.8,14,1.08942633921624,3.0438271,6.42,89.94,1,27.7580014,21.4725579,25.8393310083334,32.4833333333333,21.8,2085.605967,1813.9009581,-0.552124933333333,-0.677521416666667,-0.346267475,0.829600925,0.51863075,1.24270348333333,3.2461486,0,113.0150462,0,0,0,0,0,147.5088393,0.0435397476081695,0,3092.54435497896,200.000820341138,0.989780910683476,0.756363513327626,0.74,0.620606223660555
2011,160206,11283.2414862,13134.9,10,0.761330501183869,2.5243122,8.95,39.41,1,27.0377235,21.2650086,25.2714620416667,32.1083333333333,21.4916666666667,2776.0526859,2366.0348837,-0.213730083333333,-0.566297391666667,-0.7649939,0.826926675,0.515062175,1.23929650833333,3.2336864,0,117.4160107,0,0,0,0,0,157.9398233,0.0430065260748966,0,3092.54435497896,200.000820341138,0.991037809658203,0.754101192942949,0.74,0.627059976476004
2012,160206,11090.0950216,12945.1,134,10.3514070961213,4.2031533,13.15,46.93,1,27.5484451,21.0734503,25.1405474,32.1166666666667,21.5416666666667,1915.0887869,2602.132146,0.4154153,0.733106041666667,0.109538266666667,0.83318725,0.518208291666667,1.249093275,3.2933403,0,116.4998222,0,0,0,0,0,163.3958041,0.0424733045416238,0,3092.54435497896,200.000820341138,0.991429664249526,0.75163482709512,0.74,0.633513729291454
2013,160206,11389.3233751,17830.5,195,10.9363169849415,3.3323627,16.48,25.32,1,27.3828513,20.9567727,25.1906631416667,32.175,21.5916666666667,2284.009109,2408.3762415,0.412427941666667,0.316735183333333,0.650622358333333,0.8293236,0.525696391666667,1.24281031666667,3.3583349,0,121.8512326,0,0,0,0,0,161.5753208,0.041940083008351,0,3092.54435497896,200.000820341138,0.990721208496962,0.804539258842559,0.74,0.639967482106903
2014,160206,11338.6141633,18001.9,492,27.3304484526633,4.7322601,21.22,28.76,1,27.6321951,21.143562,25.1632232916667,32.0916666666667,21.5833333333333,2333.759608,2323.6739102,0.412818408333333,0.510260416666667,0.505362225,0.827916641666667,0.521311991666667,1.240051025,3.3921683,0,119.6380701,0,0,0,0,0,161.2567193,0.0414068614750782,0,3092.54435497896,200.000820341138,0.986810241231707,0.779435738331046,0.74,0.646421234922352
