"year","ubigeo","dep.code","dep","prov.code","prov","distr.code","distr","capital","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","wealth_tercileBajo","wealth_tercileMedio","wealth_tercileAlto","se.wealth_tercileBajo","se.wealth_tercileMedio","se.wealth_tercileAlto","wealth_tercileBajo_cor","wealth_tercileBajo_cor_logit","var_wealth_tercileBajo_logit","se_wealth_tercileBajo_logit","id.sp"
2010,"160101","16","LORETO","01","MAYNAS","01","IQUITOS","IQUITOS",26.1467662011444,-2.63604767324561,5.13333639354317,5.79216834115988,-1.63677923882287,1.4512579055414,-1.26400891680951,0.744178753240954,-3.22019420303804,2.63334517433203,-1.49232779276999,1.21220087059314,-0.3057370243202,0.622133575528962,-0.51499135254878,0.240144643954332,-0.277428427447187,-0.248885728629337,0.836270493408185,-0.539650428146709,0.0488596113454866,0.270481588625278,0.680658800029231,0.0230832259525189,0.0595292885219116,0.0763253927429528,0.0488596113454866,-2.96871056244347,0.246719650971363,0.496708819099644,1
2010,"160102","16","LORETO","01","MAYNAS","02","ALTO NANAY","SANTA MARIA DE NANAY",-3.24146609940137,1.51402167600366,-0.511714697287358,-0.388151402601833,0.655134536885463,2.0427999779015,-0.744484289112502,0.786000647912748,0.844043242654536,0.698717010224323,0.308175285928254,0.101755508162307,0.265687299926999,0.204969118322985,-0.421745523901738,0.0681746114237709,-0.510193476506022,-0.424837881923281,-0.697365210013532,-0.63966429012219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2010,"160103","16","LORETO","01","MAYNAS","03","FERNANDO LORES","TAMSHIYACU",-0.308046784662633,1.10394442250691,-0.902024604052831,-0.260205879639616,0.147180961920991,0.971464563287973,-1.38591702597485,0.0424567824728156,1.63850787095283,-0.608402804797937,-0.460701133205228,0.783273081721338,-0.111970946667812,0.17410298969566,0.18376164850014,0.210672155705812,-0.504680611774232,0.202436069725354,-1.33897425542369,-0.286301036108056,0.98107575908835,0.0189242409116563,0,0.0122683883137755,0.012268388313775,0,0.98107575908835,3.94820599480301,0.436649533854189,0.660794623051814,3
2010,"160104","16","LORETO","01","MAYNAS","04","INDIANA","INDIANA",-1.257549704165,1.44383321754053,-0.861139972101703,-0.194514022013936,0.968817350582633,0.613236354490557,-0.280789523187953,-0.204329589093825,-0.24869265056112,-0.0444819410739541,0.0989893881676637,0.664944613652308,-0.638545934335491,0.976586417878668,-0.145151455240365,0.701507908341033,-0.234746453116726,-0.40107203723996,0.0291963929338037,0.375302777298338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
2010,"160105","16","LORETO","01","MAYNAS","05","LAS AMAZONAS","FRANCISCO DE ORELLANA",-3.23187271893187,1.55686925115533,0.37583163424385,1.53882628963986,1.49326435525798,1.44520630784636,0.320336218073036,0.722145055113776,-0.784308579429462,-0.344451329602933,-0.0477176437795584,0.666409449841573,0.217611184628421,-0.567580409677622,0.800609600858296,0.0378248859238309,0.503570513575655,0.65733469313047,-0.830836460455358,0.890262463979006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
2010,"160106","16","LORETO","01","MAYNAS","06","MAZAN","MAZAN",-2.9913567741174,1.2170005225238,0.686956362695063,0.706860988297508,0.511570565622508,1.00352440982638,-0.171226245912423,0.313819893778501,1.62368179117403,-0.413344166869492,-0.853064633273362,0.683339126842725,0.276375143635779,-0.341435896026207,1.51319747773657,-0.149630458164936,0.777033143161078,-0.188105185155137,-0.42266636589526,0.132779515942071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2010,"160107","16","LORETO","01","MAYNAS","07","NAPO","SANTA CLOTILDE",-3.99286810920883,-1.74677023305839,2.58767492422375,-0.199220612130613,1.46537165741367,0.466121940052329,0.80231846631231,0.196775777052424,0.681075194574576,-0.257239043806009,-2.39348372661504,0.507872718808608,1.2188394245127,-0.287283803428692,0.499650039079404,0.446202108248591,1.88954206122303,1.46972014991943,-0.353676298019895,-0.338877560875589,0.990825688073398,0.00917431192660552,0,3.15806408801578e-15,2.50721752387273e-17,0,0.99,4.59511985013459,1.01758685685286e-25,3.18996372526846e-13,7
2010,"160108","16","LORETO","01","MAYNAS","08","PUNCHANA","PUNCHANA",16.8477082980275,-0.757355906499474,1.36087395278805,-1.22735386657374,2.32428978989788,0.432492913994984,1.09684033183415,-0.421107000192692,0.692551530387351,-1.81930596301147,1.07512945701436,-0.50443517293684,-0.507469406433978,-0.688025353660527,-0.526834557303542,-0.590916810725698,0.676087852037024,-0.782372464754662,0.565643380301779,1.03269548612576,0.341187860593687,0.212403160134394,0.446408979271912,0.224188607636504,0.139857120610519,0.211328739828535,0.341187860593687,-0.658005188256607,0.994756423467705,0.997374765806567,8
2010,"160110","16","LORETO","01","MAYNAS","10","TORRES CAUSANA","PANTOJA",-6.07266199908818,-2.1041320268234,5.07611956735911,1.02082169027846,-0.501380426146049,-0.215413323145271,1.43816231366542,-0.123602945232448,-0.2967361534199,-1.67470581667268,0.493810031638146,0.484434752896784,1.68780890974476,-1.17201658601104,1.24117458555948,0.273426942976793,0.259182680784353,-1.73469699509287,-1.34342102393807,0.157458877699002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2010,"160112","16","LORETO","01","MAYNAS","12","BELEN","BELEN",14.6420849492263,-0.180920320056159,0.973396685941292,-1.3307120742164,2.46653574102025,0.726891126599056,0.833120847715204,-0.457483835306633,0.845144350785992,-2.60015175453737,0.503607527463522,-0.148673412127736,0.371247317845632,-0.401570307809624,-1.22450915672865,0.514573656680885,0.73860162563614,-0.72778948022008,0.00666069499022895,0.826799235696063,0.242912743567173,0.385376628496123,0.371710627936703,0.199096292331555,0.215080170285213,0.196478693927437,0.242912743567173,-1.13677621400297,1.17201690126622,1.08259729413398,10
