"","year","ubigeo","n","pop_landscan","malaria_incidence"
"545",2021,"160210",12,4736.9,2.5333023707488
"546",2021,"160211",14,5440.8,2.57315100720482
"547",2021,"160301",130,17724,7.33468742947416
"548",2021,"160302",24,3428.5,7.00014583637159
"549",2021,"160303",829,8687.7,95.4222636601172
"550",2021,"160304",684,18473.2,37.0266115237208
"551",2021,"160305",1167,11945.6,97.6928743637825
"552",2021,"160401",296,14405.8,20.5472795679518
"553",2021,"160402",16,8074.6,1.98152230451044
"554",2021,"160403",757,9378.8,80.7139506120186
"555",2021,"160404",9,14661.9,0.613835860290958
"556",2021,"160501",14,11706.5,1.19591679835989
"557",2021,"160502",12,848.1,14.149274849664
"558",2021,"160505",2,10615.4,0.188405524049965
