"","year","ubigeo","n","pop_landscan","malaria_incidence"
"559",2021,"160508",269,1626.8,165.355298746004
"560",2021,"160510",3,3963,0.757002271006813
"561",2021,"160511",263,3505.6,75.0228206298494
"562",2021,"160604",1,6266.3,0.159583805435424
"563",2021,"160605",1,17698.2,0.0565029212010261
"564",2021,"160701",259,12113.3,21.3814567458909
"565",2021,"160702",4,5575.3,0.717450182052984
"566",2021,"160703",113,10718.8,10.5422248759189
"567",2021,"160704",724,5445.3,132.958698326998
"568",2021,"160705",1971,5383.9,366.091495012909
"569",2021,"160706",5023,8258.7,608.207102812791
"570",2021,"160801",44,3208.9,13.7118638785877
"571",2021,"160803",29,3710.8,7.81502640939959
"572",2021,"160804",87,2363.9,36.8035872921866
"573",2014,"160205",NA,5540.5,NA
"574",2019,"160205",NA,6029.8,NA
"575",2020,"160205",NA,4966,NA
"576",2021,"160205",NA,3765.2,NA
"577",2011,"160210",NA,2225.7,NA
"578",2020,"160402",NA,8888.3,NA
"579",2010,"160503",NA,1517.6,NA
"580",2020,"160503",NA,1927.8,NA
"581",2021,"160503",NA,1848.5,NA
"582",2021,"160504",NA,5800.8,NA
"583",2013,"160505",NA,5682.7,NA
"584",2019,"160505",NA,6986.4,NA
"585",2020,"160505",NA,7163.9,NA
"586",2011,"160506",NA,2407.9,NA
"587",2019,"160506",NA,2407.2,NA
"588",2021,"160506",NA,4371,NA
"589",2020,"160507",NA,4317.4,NA
"590",2021,"160507",NA,4065.6,NA
"591",2017,"160509",NA,1137.2,NA
"592",2019,"160509",NA,693.6,NA
"593",2021,"160509",NA,542.2,NA
"594",2020,"160510",NA,4665.2,NA
"595",2018,"160601",NA,22453.2,NA
"596",2021,"160601",NA,19461.4,NA
"597",2010,"160602",NA,1102.1,NA
"598",2011,"160602",NA,991.8,NA
"599",2012,"160602",NA,1020.5,NA
"600",2013,"160602",NA,1052,NA
"601",2014,"160602",NA,1061.5,NA
"602",2016,"160602",NA,984.5,NA
"603",2018,"160602",NA,831.6,NA
"604",2019,"160602",NA,762.1,NA
"605",2020,"160602",NA,370.8,NA
"606",2021,"160602",NA,795.6,NA
"607",2011,"160603",NA,5348.5,NA
"608",2012,"160603",NA,5299.7,NA
"609",2013,"160603",NA,5328.2,NA
"610",2015,"160603",NA,5179.2,NA
"611",2016,"160603",NA,4956.2,NA
"612",2017,"160603",NA,5010.7,NA
"613",2019,"160603",NA,4133.3,NA
"614",2020,"160603",NA,5331.1,NA
"615",2021,"160603",NA,4834.6,NA
"616",2010,"160604",NA,5411.3,NA
"617",2019,"160604",NA,3309.2,NA
"618",2020,"160604",NA,6778.8,NA
"619",2020,"160605",NA,14752.4,NA
"620",2016,"160606",NA,5693.6,NA
"621",2019,"160606",NA,5149.3,NA
"622",2020,"160606",NA,5631.9,NA
"623",2021,"160606",NA,5191,NA
"624",2010,"160802",NA,2044.1,NA
"625",2011,"160802",NA,1954,NA
"626",2012,"160802",NA,888,NA
"627",2013,"160802",NA,2107.2,NA
"628",2014,"160802",NA,2137,NA
"629",2021,"160802",NA,1115.4,NA
"630",2012,"160803",NA,2199.8,NA
"631",2010,"160804",NA,5174.1,NA
"632",2011,"160804",NA,4478.9,NA
"633",2012,"160804",NA,1981.6,NA
"634",2013,"160804",NA,5053.5,NA
"635",2014,"160804",NA,5116.3,NA
"636",2015,"160804",NA,5155.5,NA
