"year","ubigeo","enfermedad","n","pop_landscan","malaria_incidence"
2016,"160706",1,4181,8311.8,503.019803171395
2016,"160801",0,203,5343,37.9936365337825
2016,"160801",1,67,5343,12.5397716638593
2016,"160802",0,65,2187.4,29.7156441437323
2016,"160802",1,64,2187.4,29.2584803876749
2016,"160803",0,118,3798.6,31.0640762386142
2016,"160803",1,6,3798.6,1.57952930026852
2016,"160804",0,79,5209.1,15.1657675990094
2016,"160804",1,31,5209.1,5.951123994548
2017,"160101",0,1297,200457.2,6.47020910199284
2017,"160101",1,342,200457.2,1.7060998557298
2017,"160102",0,1699,6732.1,252.372959403455
2017,"160102",1,500,6732.1,74.2710298420998
2017,"160103",0,97,4821.1,20.1198896517392
2017,"160103",1,4,4821.1,0.829686171205741
2017,"160104",0,123,3999.1,30.7569203070691
2017,"160104",1,11,3999.1,2.75061888925008
2017,"160105",0,49,2872.3,17.0594993559169
2017,"160105",1,6,2872.3,2.08891828847962
2017,"160106",0,1000,3905.9,256.022939655393
2017,"160106",1,349,3905.9,89.3520059397322
2017,"160107",0,3456,9128.9,378.577922860367
2017,"160107",1,687,9128.9,75.2555072352638
2017,"160108",0,1507,109576.3,13.7529739551345
2017,"160108",1,236,109576.3,2.15375040040593
2017,"160110",0,2228,2835.1,785.862932524426
2017,"160110",1,604,2835.1,213.043631617932
2017,"160112",0,403,30240.5,13.3264992311635
2017,"160112",1,44,30240.5,1.45500239744713
2017,"160113",0,2985,128826.9,23.1706266315498
2017,"160113",1,365,128826.9,2.83325920285282
2017,"160201",0,157,64748.4,2.4247703418154
2017,"160202",0,1708,2308.7,739.810282843159
2017,"160202",1,7,2308.7,3.03200935591458
2017,"160205",0,64,7791.8,8.21376318694012
2017,"160205",1,2,7791.8,0.256680099591879
2017,"160206",0,182,18230.3,9.98337931904577
2017,"160206",1,38,18230.3,2.08444183584472
2017,"160210",0,9,2254.5,3.99201596806387
2017,"160210",1,1,2254.5,0.443557329784875
2017,"160211",0,29,5287.8,5.48432240251144
2017,"160301",0,408,16487.6,24.745869623232
2017,"160301",1,24,16487.6,1.45563938960188
2017,"160302",0,54,5649.4,9.55853718979007
2017,"160302",1,5,5649.4,0.885049739795377
2017,"160303",0,3389,11050.2,306.691281605763
2017,"160303",1,596,11050.2,53.9356753723914
2017,"160304",0,2697,20957,128.692083790619
2017,"160304",1,601,20957,28.6777687646133
2017,"160305",0,1697,9168.3,185.094292289737
2017,"160305",1,830,9168.3,90.5293238659294
2017,"160401",0,1103,13689.3,80.5738788688976
2017,"160401",1,147,13689.3,10.7383138655738
2017,"160402",0,76,12766.9,5.95289381134026
2017,"160402",1,21,12766.9,1.64487855313349
2017,"160403",0,1273,13278.5,95.8692623413789
2017,"160403",1,530,13278.5,39.9141469292465
2017,"160404",0,79,14160.4,5.57893844806644
2017,"160404",1,10,14160.4,0.706194740261574
2017,"160501",0,26,15069.7,1.72531636329854
2017,"160501",1,5,15069.7,0.331791608326642
2017,"160502",0,3,2602.8,1.15260488704472
2017,"160503",0,1,1303.7,0.76704763365805
2017,"160504",0,5,4759.5,1.05053051791155
2017,"160504",1,1,4759.5,0.210106103582309
2017,"160505",0,1,4713.3,0.21216557401396
2017,"160506",0,2,2658.2,0.752388834549695
2017,"160507",0,12,1032.6,11.6211504938989
2017,"160507",1,1,1032.6,0.968429207824908
2017,"160508",0,198,7644.4,25.901313379729
2017,"160508",1,109,7644.4,14.2588038302548
2017,"160510",0,5,4930.8,1.01403423379573
2017,"160511",0,440,7552.8,58.256540620697
2017,"160511",1,176,7552.8,23.3026162482788
2017,"160601",0,1,26941.7,0.0371171826573676
2017,"160602",0,1,992.1,1.00796290696502
2017,"160604",0,1,5065.3,0.197421672951257
2017,"160605",0,1,21428.6,0.0466666044445274
2017,"160606",0,2,5753,0.347644707109334
2017,"160701",0,298,13050.6,22.8341991939068
2017,"160701",1,61,13050.6,4.67411460009501
2017,"160702",0,97,2880.5,33.674709251866
2017,"160702",1,4,2880.5,1.38864780420066
2017,"160703",0,228,10777,21.15616590888
2017,"160703",1,70,10777,6.49531409483159
2017,"160704",0,761,6413.7,118.652260005925
2017,"160704",1,288,6413.7,44.9038776369334
2017,"160705",0,2817,8975.6,313.850884620527
2017,"160705",1,2344,8975.6,261.152457774411
2017,"160706",0,6965,8395.3,829.630864888688
2017,"160706",1,3784,8395.3,450.72838373852
2017,"160801",0,235,5399.7,43.5209363483157
2017,"160801",1,71,5399.7,13.148878641406
2017,"160802",0,56,2190.6,25.5637724824249
2017,"160802",1,3,2190.6,1.36948781155848
2017,"160803",0,77,3818.9,20.1628741260572
2017,"160803",1,217,3818.9,56.8226452643431
2017,"160804",0,74,5282.6,14.0082535115284
2017,"160804",1,6,5282.6,1.13580433877257
2018,"160101",0,1269,169299.5,7.49559213110494
2018,"160101",1,435,169299.5,2.56941101420855
2018,"160102",0,1495,5385.7,277.586943201441
2018,"160102",1,488,5385.7,90.610319921273
2018,"160103",0,47,8390.9,5.60130617692977
2018,"160104",0,39,10988.2,3.54926193553084
2018,"160104",1,7,10988.2,0.637047014069638
2018,"160105",0,23,3353.5,6.85850603846727
2018,"160105",1,6,3353.5,1.78917548829581
2018,"160106",0,1055,15057,70.0670784352793
2018,"160106",1,305,15057,20.2563591684931
2018,"160107",0,1841,7327.3,251.252166555211
2018,"160107",1,307,7327.3,41.8981070790059
2018,"160108",0,1625,97605,16.6487372573126
2018,"160108",1,337,97605,3.4526919727473
2018,"160110",0,1652,2280.4,724.434309770216
2018,"160110",1,603,2280.4,264.427293457288
2018,"160112",0,335,28766.1,11.6456523477288
2018,"160112",1,20,28766.1,0.695262826730075
2018,"160113",0,4586,114807,39.9452995026436
2018,"160113",1,606,114807,5.27842378949019
2018,"160201",0,162,72423.6,2.23683992510729
2018,"160201",1,13,72423.6,0.17949950016293
2018,"160202",0,1531,2426.5,630.949927879662
2018,"160202",1,22,2426.5,9.06655676900886
2018,"160205",0,7,8433.4,0.830032964166291
2018,"160206",0,497,19430.5,25.5783433262139
2018,"160206",1,36,19430.5,1.8527572630658
2018,"160210",0,8,2862.2,2.79505275662078
2018,"160211",0,11,5769.2,1.90667683560979
2018,"160301",0,189,16548.8,11.4207676689549
2018,"160301",1,20,16548.8,1.20854684327565
2018,"160302",0,16,1713.8,9.33597852724939
2018,"160302",1,5,1713.8,2.91749328976543
2018,"160303",0,2830,9856.8,287.111435760084
2018,"160303",1,800,9856.8,81.1622433244055
2018,"160304",0,2719,23523.8,115.585067038489
2018,"160304",1,748,23523.8,31.7975837237181
2018,"160305",0,1333,8438.9,157.958975695885
2018,"160305",1,735,8438.9,87.0966595172357
2018,"160401",0,513,12403.2,41.3602941176471
2018,"160401",1,94,12403.2,7.57868937048504
2018,"160402",0,50,9545.7,5.23796054768115
2018,"160402",1,3,9545.7,0.314277632860869
2018,"160403",0,1201,12429.8,96.6226327052728
2018,"160403",1,303,12429.8,24.3769006741862
2018,"160404",0,23,11381.6,2.02080551064877
2018,"160404",1,3,11381.6,0.263583327475926
2018,"160501",0,24,13280.1,1.80721530711365
2018,"160501",1,3,13280.1,0.225901913389206
2018,"160502",0,8,1272.1,6.28881377250216
2018,"160502",1,1,1272.1,0.78610172156277
2018,"160503",0,2,1129.7,1.77038151721696
2018,"160504",0,12,3806.8,3.15225386151098
2018,"160504",1,2,3806.8,0.525375643585163
2018,"160505",0,2,2937.8,0.680781537204711
2018,"160506",0,3,522.3,5.74382538770821
2018,"160507",0,16,4163.3,3.84310522902505
2018,"160508",0,273,5798.8,47.0787059391598
2018,"160508",1,19,5798.8,3.27653997378768
2018,"160509",0,1,894.7,1.11769308147983
2018,"160509",1,2,894.7,2.23538616295965
2018,"160510",0,5,4369.9,1.1441909425845
2018,"160511",0,594,6612.9,89.8244340606995
2018,"160511",1,65,6612.9,9.82927308745029
2018,"160603",0,3,4442,0.675371454299865
2018,"160604",0,2,3532.7,0.566139213632632
2018,"160604",1,1,3532.7,0.283069606816316
2018,"160605",0,2,17868.7,0.111927560482856
2018,"160606",0,5,5510.7,0.907325748090079
2018,"160701",0,167,13492.4,12.3773383534434
2018,"160701",1,8,13492.4,0.592926388188906
2018,"160702",0,74,2575.1,28.7367480874529
2018,"160702",1,6,2575.1,2.33000660168537
2018,"160703",0,214,11147.8,19.1966127845853
2018,"160703",1,79,11147.8,7.08660004664598
2018,"160704",0,648,5559.1,116.565631127341
2018,"160704",1,271,5559.1,48.7488982029465
2018,"160705",0,2170,6167.4,351.850050264293
2018,"160705",1,612,6167.4,99.231442747349
2018,"160706",0,4880,7582.5,643.587207385427
2018,"160706",1,2401,7582.5,316.650181338609
2018,"160801",0,61,4782.5,12.7548353371668
2018,"160801",1,9,4782.5,1.88186095138526
2018,"160802",0,6,1808.1,3.31840053094409
2018,"160802",1,3,1808.1,1.65920026547204
2018,"160803",0,166,1701.8,97.5437771771066
2018,"160803",1,38,1701.8,22.3292983899401
2018,"160804",0,74,3799.7,19.4752217280312
2018,"160804",1,2,3799.7,0.526357344000842
2019,"160101",0,622,150253.6,4.13966786819085
2019,"160101",1,99,150253.6,0.658886043329411
2019,"160102",0,580,4775.5,121.453250968485
2019,"160102",1,147,4775.5,30.7821170558057
2019,"160103",0,35,13013.9,2.68943206878799
2019,"160103",1,1,13013.9,0.0768409162510854
2019,"160104",0,53,15086.2,3.51314446315175
2019,"160104",1,1,15086.2,0.066285744587769
2019,"160105",0,11,4053,2.71403898346904
2019,"160105",1,1,4053,0.246730816679003
2019,"160106",0,562,21398.8,26.2631549432678
2019,"160106",1,56,21398.8,2.61696917584164
2019,"160107",0,526,6549.3,80.3139266791871
2019,"160107",1,70,6549.3,10.6881651474203
2019,"160108",0,494,92267.8,5.35398047856349
2019,"160108",1,82,92267.8,0.888717407372886
2019,"160110",0,67,1958.9,34.2028689570677
2019,"160110",1,56,1958.9,28.5874725611312
2019,"160112",0,102,31086.1,3.28120928646566
2019,"160112",1,6,31086.1,0.193012310968568
2019,"160113",0,1516,114624.4,13.2258053259166
2019,"160113",1,62,114624.4,0.54089705158762
2019,"160201",0,79,76899.3,1.0273175438528
2019,"160201",1,2,76899.3,0.0260080390848811
2019,"160202",0,640,2128,300.751879699248
2019,"160206",0,122,16240.1,7.51226901312184
2019,"160206",1,22,16240.1,1.35467146138263
2019,"160210",0,1,4712.9,0.212183581234484
2019,"160211",0,4,6416.6,0.623383100084157
2019,"160301",0,247,16222.4,15.2258605385146
2019,"160301",1,15,16222.4,0.924647401124371
2019,"160302",0,21,2090.3,10.0464048222743
2019,"160302",1,4,2090.3,1.91360091852844
2019,"160303",0,1697,9435.7,179.848871837807
2019,"160303",1,267,9435.7,28.2967877316998
2019,"160304",0,1618,22001.2,73.5414431940076
2019,"160304",1,356,22001.2,16.1809355853317
2019,"160305",0,587,10890.6,53.8996933134997
2019,"160305",1,257,10890.6,23.5983325069326
2019,"160401",0,517,12590.5,41.0627060084985
2019,"160401",1,76,12590.5,6.03629720821254
2019,"160402",0,63,9342.9,6.74308833445718
2019,"160402",1,3,9342.9,0.321099444497961
2019,"160403",0,764,13082.5,58.3986241161857
2019,"160403",1,57,13082.5,4.35696541180967
2019,"160404",0,33,11167.5,2.95500335795836
2019,"160404",1,1,11167.5,0.0895455563017685
2019,"160501",0,6,11254.8,0.533105874826741
2019,"160501",1,2,11254.8,0.17770195827558
2019,"160502",0,48,1094.4,43.859649122807
2019,"160503",0,1,1199.2,0.833889259506338
2019,"160503",1,1,1199.2,0.833889259506338
2019,"160504",0,9,4833.4,1.86204328216163
2019,"160507",0,4,3991.7,1.00207931457775
2019,"160507",1,3,3991.7,0.751559485933312
2019,"160508",0,136,4924.3,27.6181386186869
2019,"160508",1,2,4924.3,0.406149097333631
2019,"160510",0,1,3701.5,0.270160745643658
2019,"160511",0,503,5569.2,90.3181785534727
2019,"160511",1,5,5569.2,0.897795015442074
2019,"160601",0,1,20814.1,0.0480443545481188
2019,"160605",0,3,20278.3,0.14794139548187
2019,"160701",0,144,12877.3,11.1824683745816
2019,"160701",1,24,12877.3,1.86374472909694
2019,"160702",0,191,2451.6,77.9083047805515
2019,"160702",1,61,2451.6,24.8817099037363
2019,"160703",0,364,10693.2,34.0403246923278
2019,"160703",1,8,10693.2,0.748139004226985
2019,"160704",0,268,5520.1,48.5498451115016
2019,"160704",1,83,5520.1,15.0359594934874
2019,"160705",0,1121,6157.8,182.045535743285
2019,"160705",1,207,6157.8,33.6159017831044
2019,"160706",0,3863,9075,425.674931129477
2019,"160706",1,1858,9075,204.738292011019
2019,"160801",0,99,4027.5,24.5810055865922
2019,"160802",0,1,1486.5,0.67272115708039
2019,"160803",0,208,1747.6,119.020370794232
2019,"160803",1,8,1747.6,4.57770656900893
2019,"160804",0,188,3421.6,54.9450549450549
2019,"160804",1,4,3421.6,1.16904372223521
2020,"160101",0,188,145333.4,1.29357738826725
2020,"160101",1,19,145333.4,0.130733884984456
2020,"160102",0,262,2770.6,94.5643542914892
2020,"160102",1,12,2770.6,4.33119179961019
2020,"160103",0,6,10903.6,0.550276972742947
2020,"160104",0,7,13685.6,0.511486525983516
2020,"160104",1,2,13685.6,0.146139007423862
2020,"160105",0,12,6773,1.77174073527241
2020,"160105",1,3,6773,0.442935183818101
2020,"160106",0,267,18707,14.2727321323569
2020,"160106",1,219,18707,11.706847704068
2020,"160107",0,388,10974.4,35.3550080186616
2020,"160107",1,77,10974.4,7.01632891091996
2020,"160108",0,214,89616.5,2.38795311131321
2020,"160108",1,18,89616.5,0.200855869175877
2020,"160110",0,30,4556,6.58472344161545
2020,"160110",1,8,4556,1.75592625109745
2020,"160112",0,27,28937.9,0.933032459162552
2020,"160112",1,3,28937.9,0.103670273240283
2020,"160113",0,387,127341,3.03908403420736
2020,"160113",1,38,127341,0.298411352196072
2020,"160201",0,132,72995.7,1.80832569589716
2020,"160201",1,3,72995.7,0.0410983112703899
2020,"160202",0,274,15035.1,18.224022454124
2020,"160206",0,34,12495.1,2.72106665812999
2020,"160206",1,1,12495.1,0.0800313722979408
2020,"160210",0,23,3711.6,6.19678844703093
2020,"160211",0,3,5178.4,0.579329522632473
2020,"160301",0,164,18976.1,8.64245024003879
2020,"160301",1,3,18976.1,0.158093601951929
2020,"160302",0,25,3726.2,6.70924802748108
2020,"160303",0,1123,8917.7,125.9293315541
2020,"160303",1,93,8917.7,10.4286979826637
2020,"160304",0,954,17525.7,54.4343449904997
2020,"160304",1,275,17525.7,15.691242004599
2020,"160305",0,354,11204.2,31.5952946216597
2020,"160305",1,259,11204.2,23.1163313757341
2020,"160401",0,169,13360.6,12.6491325239884
2020,"160401",1,6,13360.6,0.449081628070596
2020,"160403",0,299,8671.5,34.4807703396183
2020,"160403",1,3,8671.5,0.345960906417575
2020,"160404",0,10,15246.2,0.65590114257979
2020,"160404",1,3,15246.2,0.196770342773937
2020,"160501",0,10,13605.7,0.734986072013935
2020,"160502",0,58,981.1,59.1173172969116
2020,"160504",0,1,4633.4,0.215824232744853
2020,"160506",0,2,3031.3,0.659782931415564
2020,"160508",0,61,1903.1,32.0529662130209
2020,"160509",0,13,613.7,21.1829884308294
2020,"160509",1,1,613.7,1.62946064852534
2020,"160511",0,469,4102.7,114.31496331684
2020,"160511",1,2,4102.7,0.487483852097399
2020,"160601",0,1,21168.4,0.0472402259972412
2020,"160701",0,82,12497,6.56157477794671
2020,"160701",1,2,12497,0.160038409218212
2020,"160702",0,20,5770.9,3.46566393456827
2020,"160702",1,9,5770.9,1.55954877055572
2020,"160703",0,290,11027.8,26.2971762273527
2020,"160704",0,435,5464.2,79.609091907324
2020,"160704",1,167,5464.2,30.5625709161451
2020,"160705",0,830,5399.6,153.715090006667
2020,"160705",1,445,5399.6,82.4135121120083
2020,"160706",0,2526,7012.6,360.208767076405
2020,"160706",1,1342,7012.6,191.369820038217
2020,"160801",0,53,3280.8,16.1545964398927
2020,"160802",0,1,1025.3,0.975324295328197
2020,"160803",0,116,3439.4,33.7268128161889
2020,"160804",0,63,2421.5,26.0169316539335
2020,"160804",1,1,2421.5,0.412967169110056
2018,"160103",1,NA,8390.9,NA
2020,"160103",1,NA,10903.6,NA
2011,"160110",0,NA,2515.2,NA
2012,"160110",1,NA,1449.7,NA
2017,"160201",1,NA,64748.4,NA
2011,"160202",1,NA,2402.9,NA
2012,"160202",1,NA,1792.5,NA
2013,"160202",1,NA,2285.3,NA
2014,"160202",1,NA,2311.8,NA
2019,"160202",1,NA,2128,NA
2020,"160202",1,NA,15035.1,NA
2011,"160205",1,NA,5245.5,NA
2012,"160205",1,NA,4681,NA
2013,"160205",1,NA,5465.9,NA
2014,"160205",0,NA,5540.5,NA
2014,"160205",1,NA,5540.5,NA
2018,"160205",1,NA,8433.4,NA
2019,"160205",0,NA,6029.8,NA
2019,"160205",1,NA,6029.8,NA
2020,"160205",0,NA,4966,NA
2020,"160205",1,NA,4966,NA
2011,"160206",1,NA,13134.9,NA
2012,"160206",1,NA,12945.1,NA
2013,"160206",1,NA,17830.5,NA
2010,"160210",1,NA,2213.1,NA
2011,"160210",0,NA,2225.7,NA
2011,"160210",1,NA,2225.7,NA
2013,"160210",1,NA,2210.8,NA
2014,"160210",1,NA,2241,NA
2016,"160210",1,NA,2226.4,NA
2018,"160210",1,NA,2862.2,NA
2019,"160210",1,NA,4712.9,NA
2020,"160210",1,NA,3711.6,NA
2012,"160211",1,NA,4140.7,NA
2013,"160211",1,NA,4988.2,NA
2014,"160211",1,NA,5033.5,NA
2015,"160211",1,NA,5030.3,NA
2016,"160211",1,NA,5244.1,NA
2017,"160211",1,NA,5287.8,NA
2018,"160211",1,NA,5769.2,NA
2019,"160211",1,NA,6416.6,NA
2020,"160211",1,NA,5178.4,NA
2010,"160301",1,NA,18767.1,NA
2010,"160302",1,NA,6394.1,NA
2020,"160302",1,NA,3726.2,NA
2011,"160305",1,NA,6443.8,NA
2020,"160402",0,NA,8888.3,NA
2020,"160402",1,NA,8888.3,NA
2010,"160404",1,NA,15041,NA
2020,"160501",1,NA,13605.7,NA
2011,"160502",1,NA,3651.1,NA
2017,"160502",1,NA,2602.8,NA
2019,"160502",1,NA,1094.4,NA
2020,"160502",1,NA,981.1,NA
2010,"160503",0,NA,1517.6,NA
2010,"160503",1,NA,1517.6,NA
2011,"160503",1,NA,1397.5,NA
2012,"160503",1,NA,1659.6,NA
2013,"160503",1,NA,1523.1,NA
2016,"160503",1,NA,1295.3,NA
2017,"160503",1,NA,1303.7,NA
2018,"160503",1,NA,1129.7,NA
2020,"160503",0,NA,1927.8,NA
2020,"160503",1,NA,1927.8,NA
2014,"160504",1,NA,5719.2,NA
2015,"160504",1,NA,5250.4,NA
2016,"160504",1,NA,4770.7,NA
2019,"160504",1,NA,4833.4,NA
2020,"160504",1,NA,4633.4,NA
2012,"160505",1,NA,4650.5,NA
2013,"160505",0,NA,5682.7,NA
2013,"160505",1,NA,5682.7,NA
2014,"160505",1,NA,5738.4,NA
2015,"160505",1,NA,5270.7,NA
2016,"160505",1,NA,4639.6,NA
2017,"160505",1,NA,4713.3,NA
2018,"160505",1,NA,2937.8,NA
2019,"160505",0,NA,6986.4,NA
2019,"160505",1,NA,6986.4,NA
2020,"160505",0,NA,7163.9,NA
2020,"160505",1,NA,7163.9,NA
2010,"160506",1,NA,2719.7,NA
2011,"160506",0,NA,2407.9,NA
2011,"160506",1,NA,2407.9,NA
2012,"160506",1,NA,1172.8,NA
2015,"160506",1,NA,2974.5,NA
2017,"160506",1,NA,2658.2,NA
2018,"160506",1,NA,522.3,NA
2019,"160506",0,NA,2407.2,NA
2019,"160506",1,NA,2407.2,NA
2020,"160506",1,NA,3031.3,NA
2010,"160507",1,NA,1490.2,NA
2011,"160507",1,NA,1362.5,NA
2012,"160507",1,NA,807.7,NA
2014,"160507",1,NA,1248.4,NA
2015,"160507",1,NA,1137.4,NA
2018,"160507",1,NA,4163.3,NA
2020,"160507",0,NA,4317.4,NA
2020,"160507",1,NA,4317.4,NA
2020,"160508",1,NA,1903.1,NA
2011,"160509",1,NA,1165.1,NA
2015,"160509",1,NA,1230.5,NA
2017,"160509",0,NA,1137.2,NA
2017,"160509",1,NA,1137.2,NA
2019,"160509",0,NA,693.6,NA
2019,"160509",1,NA,693.6,NA
2010,"160510",1,NA,6411.9,NA
2012,"160510",0,NA,5959.4,NA
2013,"160510",1,NA,5931.7,NA
2017,"160510",1,NA,4930.8,NA
2018,"160510",1,NA,4369.9,NA
2019,"160510",1,NA,3701.5,NA
2020,"160510",0,NA,4665.2,NA
2020,"160510",1,NA,4665.2,NA
2011,"160601",1,NA,27542.9,NA
2012,"160601",1,NA,30255.9,NA
2013,"160601",1,NA,28475.4,NA
2014,"160601",1,NA,28767.9,NA
2015,"160601",1,NA,27797.6,NA
2016,"160601",1,NA,26673.6,NA
2017,"160601",1,NA,26941.7,NA
2018,"160601",0,NA,22453.2,NA
2018,"160601",1,NA,22453.2,NA
2019,"160601",1,NA,20814.1,NA
2020,"160601",1,NA,21168.4,NA
2010,"160602",0,NA,1102.1,NA
2010,"160602",1,NA,1102.1,NA
2011,"160602",0,NA,991.8,NA
2011,"160602",1,NA,991.8,NA
2012,"160602",0,NA,1020.5,NA
2012,"160602",1,NA,1020.5,NA
2013,"160602",0,NA,1052,NA
2013,"160602",1,NA,1052,NA
2014,"160602",0,NA,1061.5,NA
2014,"160602",1,NA,1061.5,NA
2015,"160602",1,NA,1025.7,NA
2016,"160602",0,NA,984.5,NA
2016,"160602",1,NA,984.5,NA
2017,"160602",1,NA,992.1,NA
2018,"160602",0,NA,831.6,NA
2018,"160602",1,NA,831.6,NA
2019,"160602",0,NA,762.1,NA
2019,"160602",1,NA,762.1,NA
2020,"160602",0,NA,370.8,NA
2020,"160602",1,NA,370.8,NA
2010,"160603",1,NA,4115.6,NA
2011,"160603",0,NA,5348.5,NA
2011,"160603",1,NA,5348.5,NA
2012,"160603",0,NA,5299.7,NA
2012,"160603",1,NA,5299.7,NA
2013,"160603",0,NA,5328.2,NA
2013,"160603",1,NA,5328.2,NA
2014,"160603",1,NA,5379.1,NA
2015,"160603",0,NA,5179.2,NA
2015,"160603",1,NA,5179.2,NA
2016,"160603",0,NA,4956.2,NA
2016,"160603",1,NA,4956.2,NA
2017,"160603",0,NA,5010.7,NA
2017,"160603",1,NA,5010.7,NA
2018,"160603",1,NA,4442,NA
2019,"160603",0,NA,4133.3,NA
2019,"160603",1,NA,4133.3,NA
2020,"160603",0,NA,5331.1,NA
2020,"160603",1,NA,5331.1,NA
2010,"160604",0,NA,5411.3,NA
2010,"160604",1,NA,5411.3,NA
2011,"160604",1,NA,5172.4,NA
2012,"160604",1,NA,3944.3,NA
2013,"160604",1,NA,5285.4,NA
2014,"160604",1,NA,5311.2,NA
2015,"160604",1,NA,5191.4,NA
2016,"160604",1,NA,5039.3,NA
2017,"160604",1,NA,5065.3,NA
2019,"160604",0,NA,3309.2,NA
2019,"160604",1,NA,3309.2,NA
2020,"160604",0,NA,6778.8,NA
2020,"160604",1,NA,6778.8,NA
2010,"160605",1,NA,14665.3,NA
2013,"160605",1,NA,16269.6,NA
2014,"160605",1,NA,16437.6,NA
2015,"160605",1,NA,18855.1,NA
2016,"160605",1,NA,21217.6,NA
2017,"160605",1,NA,21428.6,NA
2018,"160605",1,NA,17868.7,NA
2019,"160605",1,NA,20278.3,NA
2020,"160605",0,NA,14752.4,NA
2020,"160605",1,NA,14752.4,NA
2010,"160606",1,NA,6757.8,NA
2011,"160606",1,NA,6048.4,NA
2012,"160606",1,NA,6497.8,NA
2013,"160606",1,NA,6030.7,NA
2014,"160606",1,NA,6094.5,NA
2015,"160606",1,NA,5871.3,NA
2016,"160606",0,NA,5693.6,NA
2016,"160606",1,NA,5693.6,NA
2017,"160606",1,NA,5753,NA
2018,"160606",1,NA,5510.7,NA
2019,"160606",0,NA,5149.3,NA
2019,"160606",1,NA,5149.3,NA
2020,"160606",0,NA,5631.9,NA
2020,"160606",1,NA,5631.9,NA
2011,"160701",1,NA,10100.5,NA
2011,"160702",1,NA,3106,NA
2012,"160702",1,NA,2139.5,NA
2013,"160702",1,NA,3023.6,NA
2014,"160702",1,NA,3050.9,NA
2016,"160702",1,NA,2846.5,NA
2010,"160703",1,NA,11301.9,NA
2011,"160703",1,NA,9633,NA
2012,"160703",1,NA,14492.7,NA
2013,"160703",1,NA,9762.7,NA
2015,"160703",1,NA,9702.5,NA
2020,"160703",1,NA,11027.8,NA
2010,"160704",1,NA,7396.2,NA
2011,"160704",1,NA,6199.9,NA
2019,"160801",1,NA,4027.5,NA
2020,"160801",1,NA,3280.8,NA
2010,"160802",0,NA,2044.1,NA
2010,"160802",1,NA,2044.1,NA
2011,"160802",0,NA,1954,NA
2011,"160802",1,NA,1954,NA
2012,"160802",0,NA,888,NA
2012,"160802",1,NA,888,NA
2013,"160802",0,NA,2107.2,NA
2013,"160802",1,NA,2107.2,NA
2014,"160802",0,NA,2137,NA
2014,"160802",1,NA,2137,NA
2015,"160802",1,NA,2177.6,NA
2019,"160802",1,NA,1486.5,NA
2020,"160802",1,NA,1025.3,NA
2011,"160803",1,NA,3429.2,NA
2012,"160803",0,NA,2199.8,NA
2012,"160803",1,NA,2199.8,NA
2013,"160803",1,NA,3589.2,NA
2014,"160803",1,NA,3665.2,NA
2020,"160803",1,NA,3439.4,NA
2010,"160804",0,NA,5174.1,NA
2010,"160804",1,NA,5174.1,NA
2011,"160804",0,NA,4478.9,NA
2011,"160804",1,NA,4478.9,NA
2012,"160804",0,NA,1981.6,NA
2012,"160804",1,NA,1981.6,NA
2013,"160804",0,NA,5053.5,NA
2013,"160804",1,NA,5053.5,NA
2014,"160804",0,NA,5116.3,NA
2014,"160804",1,NA,5116.3,NA
2015,"160804",0,NA,5155.5,NA
2015,"160804",1,NA,5155.5,NA
