"year","ubigeo","index","estimate","se"
2018,"160301","wi",0.985762838450343,0.0129534495135477
2018,"160302","wi",0.999999999999997,3.10862446895044e-15
2018,"160304","wi",0.837765982016676,6.78710559975923e-16
2018,"160401","wi",0.931839845317555,0.0413227405648345
2018,"160403","wi",1,2.44249065417535e-15
2018,"160501","wi",0.887570344943034,0.0439097345685188
2018,"160504","wi",0.999999999999998,1.55431223447522e-15
2018,"160505","wi",1,2.22044604925031e-16
2018,"160507","wi",1,1.55431223447523e-15
2018,"160511","wi",1,1.77635683940025e-15
2018,"160601","wi",0.839243585630947,0.0796158568864209
2018,"160603","wi",0.999999999999999,1.11022302462516e-15
2018,"160605","wi",1,1.27201351395407e-15
2018,"160606","wi",0.999999999999998,1.88737914186277e-15
2018,"160701","wi",0.777222207304389,0.0896504266017764
2018,"160702","wi",1,1.55431223447522e-15
2018,"160703","wi",0.999999999999999,7.7715611723761e-16
2018,"160704","wi",0.999999999999999,1.33226762955018e-15
2018,"160706","wi",0.999999999999998,1.55431223447522e-15
2020,"160101","wi",0.425241791223463,0.0587789325814191
2020,"160103","wi",1,1.74465657452208e-15
2020,"160104","wi",0.927729917486831,0.0527906945326022
2020,"160105","wi",0.999999999999999,9.99200722162641e-16
2020,"160106","wi",0.999999999999999,5.7351728806495e-16
2020,"160108","wi",0.748792004219243,0.0791659663162586
2020,"160110","wi",0.999999999999997,2.43408935058803e-15
2020,"160112","wi",0.822020984493855,0.105829701388508
2020,"160113","wi",0.761101894495112,0.0676552744411971
2020,"160201","wi",0.720422180610431,0.084795295629101
2020,"160202","wi",1,2.37707769204648e-16
2020,"160205","wi",1,1.11022302462516e-15
2020,"160206","wi",1,1.55431223447522e-15
2020,"160210","wi",0.999999999999999,1.4432899320127e-15
2020,"160211","wi",1,1.11022302462516e-16
2020,"160301","wi",0.984105627323597,0.0150047271999502
2020,"160304","wi",0.889982620410402,1.69309011255337e-15
2020,"160305","wi",1,3.33066907387547e-16
2020,"160401","wi",0.980731543659551,0.0187489591500537
2020,"160403","wi",0.896795276241914,5.25621213220971e-16
2020,"160501","wi",0.856894840051413,0.0291888190984706
2020,"160504","wi",0.999999999999999,6.66133814775093e-16
2020,"160505","wi",1,1.11022302462516e-15
2020,"160507","wi",1,1.99840144432528e-15
2020,"160510","wi",1,2.22044604925031e-16
2020,"160511","wi",0.999999999999999,1.11022302462516e-15
2020,"160601","wi",0.954906771043934,0.0264641690695695
2020,"160602","wi",1,2.22044604925031e-16
2020,"160603","wi",1,2.22044604925031e-16
2020,"160605","wi",1,5.1084739728062e-16
2020,"160701","wi",0.673471161672753,0.133271749707438
2020,"160703","wi",1,0
2020,"160704","wi",1,8.88178419700125e-16
2020,"160706","wi",1,1.2622170036444e-15
2020,"160801","wi",0.95621386094242,5.75494513155306e-16
