"year","ubigeo","wi_estimate","lower","upper","modelo","pop_landscan","wi_estimate_prop","lower_prop","upper_prop"
2010,"160601",28209.0168262482,26773.2409460933,29672.8978809609,"modelo_fh8_spatial",31305.4,0.901091084165933,0.855227562851562,0.947852379492384
2010,"160602",1042.7225362523,928.713731093047,1167.74632097001,"modelo_fh8_spatial",1102.1,0.946123342938295,0.842676464107655,1.05956475906906
2010,"160603",4116.81263027184,3834.9244734792,4405.94433618466,"modelo_fh8_spatial",4115.6,1.00029464240253,0.931802039430266,1.07054726800094
2010,"160604",5431.78259392261,5069.8417072621,5801.9560010568,"modelo_fh8_spatial",5411.3,1.00378515216724,0.936899027454051,1.07219263412799
2010,"160605",14266.2925314874,13471.0979097281,15078.0142351431,"modelo_fh8_spatial",14665.3,0.972792410075986,0.918569542370638,1.02814222928567
2010,"160606",6139.44450525588,5755.75631802571,6520.80564496834,"modelo_fh8_spatial",6757.8,0.908497514761591,0.8517204294335,0.96493025022468
2010,"160701",8911.28884924924,8331.51363538388,9485.80016429623,"modelo_fh8_spatial",11886.6,0.749691993442132,0.700916463529005,0.798024680253077
2010,"160702",3639.32093371444,3397.68927244572,3888.94982453704,"modelo_fh8_spatial",3684,0.98787213184431,0.92228264724368,1.05563241708389
2010,"160703",10849.7686088897,10205.5223029516,11516.575428957,"modelo_fh8_spatial",11301.9,0.9599950989559,0.902991736163975,1.01899463178377
2010,"160704",7310.42247383114,6932.45762980316,7693.83891546662,"modelo_fh8_spatial",7396.2,0.988402486929929,0.937299914794511,1.04024213994573
2010,"160705",10484.9460603601,9552.99071764762,11470.69910815,"modelo_fh8_spatial",11053.1,0.94859777441262,0.864281578710734,1.03778117524948
2010,"160706",9467.71284193644,8863.38061176177,10086.0791687327,"modelo_fh8_spatial",9518.1,0.994706174755092,0.931213226564311,1.05967358703236
2010,"160801",3742.57548909423,3270.88521929201,4272.86973683814,"modelo_fh8_spatial",4293.5,0.871684054755847,0.761822573492956,0.995195001010398
2010,"160802",1984.80569586504,1764.57353391797,2229.02299691915,"modelo_fh8_spatial",2044.1,0.970992464099134,0.863252059056781,1.09046670755793
2010,"160803",3424.70316238648,3137.20436764444,3737.6018520578,"modelo_fh8_spatial",3587.9,0.954514663838592,0.874384561343526,1.04172408708654
2010,"160804",4895.33549672255,4360.20566851204,5485.75283329845,"modelo_fh8_spatial",5174.1,0.946123093237964,0.842698376241674,1.06023324506647
2011,"160101",59773.32753784,56400.9251818246,63248.9832800475,"modelo_fh8_spatial",172654.7,0.346201566119197,0.32666892463295,0.366332241636327
2011,"160102",5949.13927087865,5429.14488823252,6498.51476453858,"modelo_fh8_spatial",5957.4,0.998613366716798,0.911327909529749,1.09083069200298
2011,"160103",4993.56525857346,4716.17005748892,5280.05014069088,"modelo_fh8_spatial",5142,0.971132877980057,0.9171859310558,1.02684755750503
2011,"160104",2628.12768669149,2485.16297000865,2772.84792595799,"modelo_fh8_spatial",2702.9,0.972336263528612,0.919443179551095,1.02587884344889
2011,"160105",2685.96547803598,2536.70404016455,2839.31774118831,"modelo_fh8_spatial",2744.6,0.97863640531807,0.924252729055072,1.03451058120976
2011,"160106",2677.02349908714,2528.24000635914,2828.91002732547,"modelo_fh8_spatial",2714.9,0.986048657072872,0.931246088754333,1.04199419032947
2011,"160107",7962.77941806579,7508.67350043917,8438.40643512487,"modelo_fh8_spatial",8090.7,0.984189182402732,0.928062281439081,1.04297606327325
2011,"160108",37868.783422743,35891.386626713,39852.7157971411,"modelo_fh8_spatial",61684.7,0.6139088529691,0.581852333345432,0.646071323961064
2011,"160110",2468.94887996398,2278.89218901959,2668.75214768444,"modelo_fh8_spatial",2515.2,0.981611354947513,0.90604810314074,1.06104967703739
2011,"160112",20154.2174529872,19105.2069757829,21242.9190706511,"modelo_fh8_spatial",27362.2,0.736571527617926,0.69823358413369,0.776360054039921
2011,"160113",83647.3942751031,79275.3044216362,88120.4613876175,"modelo_fh8_spatial",123679,0.67632657342882,0.64097627262216,0.712493320512112
2011,"160201",52055.6822440793,49449.1346259757,54746.3473597149,"modelo_fh8_spatial",75129.3,0.692881236003521,0.658187080486251,0.72869502790143
2011,"160202",2363.13764093655,2228.6064359206,2501.18471145693,"modelo_fh8_spatial",2402.9,0.983452345472782,0.927465327695951,1.04090253920552
2011,"160205",5179.43307004126,4763.19869988793,5620.42338495118,"modelo_fh8_spatial",5245.5,0.987405027174008,0.908054275071573,1.07147524257958
2011,"160206",12545.0882406879,11869.1805031389,13248.584165761,"modelo_fh8_spatial",13134.9,0.955095831767879,0.903636914109652,1.00865512228955
2011,"160210",2174.21988739526,2024.01806999147,2329.87196395329,"modelo_fh8_spatial",2225.7,0.976870147546957,0.909384944058708,1.04680413530723
2011,"160211",4443.00482524927,4159.84753161204,4740.54082406347,"modelo_fh8_spatial",4575,0.971148595682901,0.90925629106274,1.03618378668054
2011,"160301",15543.3965827468,14766.5449147916,16340.317112121,"modelo_fh8_spatial",16577.4,0.937625718312087,0.890763624862258,0.985698427504978
2011,"160302",5596.5308252059,5241.81813480892,5964.10905520933,"modelo_fh8_spatial",5644.9,0.991431349573226,0.928593621642353,1.05654822144047
2011,"160303",9792.32974252018,9147.83720423364,10456.8067066874,"modelo_fh8_spatial",9895.7,0.989554022708871,0.924425478160578,1.05670207329318
2011,"160304",19924.1758547231,18676.0682219106,21202.8597760713,"modelo_fh8_spatial",21488.2,0.927214743660385,0.869131347526114,0.986721073708886
2011,"160305",6369.27676844873,5905.71078874032,6853.40185417716,"modelo_fh8_spatial",6443.8,0.988434893765904,0.916495047757584,1.06356526493329
2011,"160401",11520.072457764,10914.9504734807,12150.8212310557,"modelo_fh8_spatial",12120.9,0.950430451349655,0.900506602107165,1.00246856512765
2011,"160402",11728.1966088534,10974.3912592663,12472.6122679757,"modelo_fh8_spatial",12627.2,0.92880421699612,0.869107265210524,0.987757560502381
2011,"160403",11863.1947449638,11119.4463523518,12634.0294244219,"modelo_fh8_spatial",12142,0.977037946381468,0.915783754929324,1.04052293068868
2011,"160404",14072.0316970439,13269.1053802808,14892.2628266876,"modelo_fh8_spatial",14648.7,0.960633482632854,0.905821361641701,1.01662692434739
2011,"160501",15641.3365700251,14870.5910246051,16426.2315677782,"modelo_fh8_spatial",17845.1,0.876505963543217,0.83331508507126,0.920489746080337
2011,"160502",3609.47931595975,3296.75005236788,3942.98172424511,"modelo_fh8_spatial",3651.1,0.988600508328927,0.902947071394341,1.07994350312101
2011,"160503",1319.52178653427,1197.14298062462,1448.61596968655,"modelo_fh8_spatial",1397.5,0.944201636160479,0.856631828711714,1.03657672249485
2011,"160504",4268.22477449579,4028.88798290576,4513.51985057871,"modelo_fh8_spatial",4302.5,0.992033648924065,0.936406271448171,1.0490458688155
2011,"160505",5577.54029426894,5231.26695162739,5931.19118426743,"modelo_fh8_spatial",5622,0.992091834626279,0.930499279905264,1.05499665319591
2011,"160506",2426.43135103617,2236.87404337166,2624.45273624109,"modelo_fh8_spatial",2407.9,1.00769606338975,0.928972982005758,1.08993427311811
2011,"160507",1326.36925309823,1239.87680330245,1416.52803523782,"modelo_fh8_spatial",1362.5,0.973482020622552,0.910001323524733,1.03965360384427
2011,"160508",1505.38364068805,1313.80225849783,1717.01369736189,"modelo_fh8_spatial",1547.9,0.972532877245335,0.848764299048922,1.10925363225137
2011,"160509",1187.21206027344,1046.86270206239,1341.74511768762,"modelo_fh8_spatial",1165.1,1.01897868017633,0.898517468082048,1.15161369641028
2011,"160510",5919.36588119114,5281.71682670555,6611.03271344782,"modelo_fh8_spatial",5942.3,0.996140531644505,0.888833755735246,1.11253768969049
2011,"160511",4319.36869564401,3920.86920577881,4745.23282402827,"modelo_fh8_spatial",4599.1,0.939176946716533,0.852529670104762,1.03177422191913
2011,"160601",24802.5817394579,23558.4852295589,26078.4978374854,"modelo_fh8_spatial",27542.9,0.900507271908836,0.855337863099342,0.946831954423296
2011,"160602",938.015678738679,835.691187060353,1050.27586509499,"modelo_fh8_spatial",991.8,0.94577100094644,0.842600511252624,1.05895933161422
2011,"160603",5345.50617411861,4982.2495134155,5719.52672340217,"modelo_fh8_spatial",5348.5,0.9994402494379,0.931522765899879,1.06937023902069
2011,"160604",5188.41814712819,4844.86153430856,5540.31864773356,"modelo_fh8_spatial",5172.4,1.00309685003638,0.936675727768263,1.07113112824483
2011,"160605",15140.4845507037,14310.3176271466,15994.1149031393,"modelo_fh8_spatial",15574,0.972164155047113,0.918859485498047,1.02697540151145
2011,"160606",5490.77649650926,5150.48457034586,5829.44586379626,"modelo_fh8_spatial",6048.4,0.90780644410245,0.851544965667922,0.963799660041707
2011,"160701",7566.5877707805,7079.15366448316,8050.50528980203,"modelo_fh8_spatial",10100.5,0.749130020373298,0.700871606799976,0.797040274224249
2011,"160702",3066.28623131742,2864.90446357814,3275.30332424577,"modelo_fh8_spatial",3106,0.987213854255447,0.922377483444346,1.0545084752884
2011,"160703",9241.40109807196,8699.07014851926,9805.51281847228,"modelo_fh8_spatial",9633,0.959348188318485,0.903048909843171,1.01790852470386
2011,"160704",6124.1917008934,5812.03732749,6442.84533627854,"modelo_fh8_spatial",6199.9,0.987788787060017,0.937440495409603,1.03918536367982
2011,"160705",8743.18184076966,7968.97600873664,9562.8961812575,"modelo_fh8_spatial",9223.3,0.947945078309245,0.864004858210905,1.03681937931733
2011,"160706",7835.1438031754,7339.85461066168,8344.00038035618,"modelo_fh8_spatial",7881.5,0.994118353508266,0.931276357376347,1.05868177128163
2011,"160801",3263.6557293694,2852.85272303643,3725.6514006756,"modelo_fh8_spatial",3747.1,0.870981753721384,0.761349503092105,0.994275946912438
2011,"160802",1896.15335753403,1686.16435642789,2129.13617585825,"modelo_fh8_spatial",1954,0.970395781747201,0.862929558049073,1.08962956799296
2011,"160803",3270.76200730867,2997.55563121485,3568.61504500432,"modelo_fh8_spatial",3429.2,0.953797389276993,0.874126802523868,1.04065526799379
2011,"160804",4234.9527465451,3773.03860909094,4744.88267390229,"modelo_fh8_spatial",4478.9,0.945534114748062,0.842402958112693,1.05938571388115
2012,"160101",62794.5480078813,59265.597109868,66429.2825297281,"modelo_fh8_spatial",181439.5,0.34609083472938,0.326641095846649,0.366123597836899
2012,"160102",4232.04121169427,3863.03751478836,4621.91584676391,"modelo_fh8_spatial",4239.3,0.998287738941398,0.911244194746387,1.09025448700585
2012,"160103",3204.69138600817,3026.42757509763,3388.36556675632,"modelo_fh8_spatial",3301.3,0.970736190594059,0.916738125919374,1.02637311566847
2012,"160104",1790.40617067918,1693.06109466273,1888.75665694906,"modelo_fh8_spatial",1842.1,0.971937555333141,0.919092934511007,1.02532797185227
2012,"160105",1255.98053602835,1186.6970449117,1327.20666389242,"modelo_fh8_spatial",1284,0.97817798756102,0.924218882329987,1.03365004976045
2012,"160106",1169.03065006709,1104.78584878991,1234.74051470272,"modelo_fh8_spatial",1186.4,0.985359617386288,0.931208571131076,1.0407455450967
2012,"160107",3982.57772467426,3755.8287864815,4219.81489136305,"modelo_fh8_spatial",4047.5,0.983959907269736,0.927937933658184,1.04257316648871
2012,"160108",38190.4868415397,36205.3388782532,40179.921124535,"modelo_fh8_spatial",62229.1,0.613707844746906,0.581807207210986,0.645677361950196
2012,"160110",1422.99053329736,1313.84279478199,1537.77901699203,"modelo_fh8_spatial",1449.7,0.981575866246368,0.906285986605501,1.06075672000554
2012,"160112",22080.655909513,20936.2107713627,23267.8740220733,"modelo_fh8_spatial",29986.8,0.736345855826997,0.698180891971224,0.775937213109545
2012,"160113",89296.5278066701,84646.5105001005,94048.1166731572,"modelo_fh8_spatial",132073.9,0.676110327677687,0.640902634813544,0.712087071504341
2012,"160201",54484.71624398,51775.8735152281,57281.0991275891,"modelo_fh8_spatial",78659.7,0.692663666960083,0.658226175732022,0.728214055324252
2012,"160202",1761.70753458128,1661.84797986228,1864.154157552,"modelo_fh8_spatial",1792.5,0.982821497674352,0.927111843716753,1.03997442541255
2012,"160205",4620.07618541219,4251.92516790526,5010.66393553794,"modelo_fh8_spatial",4681,0.986984871910316,0.908336929695634,1.07042596358427
2012,"160206",12359.6517263653,11697.4850395001,13049.2381312495,"modelo_fh8_spatial",12945.1,0.954774526760346,0.903622609288465,1.00804459843875
2012,"160210",1839.58137581178,1713.10009636703,1970.72438572007,"modelo_fh8_spatial",1884,0.976423235568887,0.909288798496301,1.0460320518684
2012,"160211",4020.21008504839,3766.73488142333,4287.05024432642,"modelo_fh8_spatial",4140.7,0.970901075916726,0.909685531775625,1.03534432446843
2012,"160301",16416.6438835872,15606.5356497927,17249.0520747511,"modelo_fh8_spatial",17513.7,0.937360117141847,0.891104429663216,0.984889091097318
2012,"160302",3501.5655536325,3278.4562245243,3732.12887074339,"modelo_fh8_spatial",3532.7,0.991186784508309,0.928031314440598,1.05645225202915
2012,"160303",8109.5210674354,7576.79567361765,8658.26494352999,"modelo_fh8_spatial",8198.1,0.989195187596565,0.924213619450561,1.05613068192996
2012,"160304",24052.7180304018,22557.6436008321,25586.0770943665,"modelo_fh8_spatial",25948.6,0.92693702282211,0.86932025623086,0.986029192109264
2012,"160305",5826.77144606315,5402.25629515381,6269.56826795579,"modelo_fh8_spatial",5897.3,0.988040534831728,0.916055872204875,1.06312520440808
2012,"160401",14727.7495215741,13960.3903660367,15528.4414276543,"modelo_fh8_spatial",15501.2,0.95010383206294,0.900600622276772,1.0017573754067
2012,"160402",10979.6958220221,10280.8877508297,11670.2019748943,"modelo_fh8_spatial",11825.4,0.928484095423588,0.86939027439492,0.986875875225728
2012,"160403",9590.51442304182,8986.682627215,10214.6147349273,"modelo_fh8_spatial",9819.2,0.976710365716334,0.915215356364572,1.0402695469007
2012,"160404",14865.4947438658,14023.1467091573,15725.6085787849,"modelo_fh8_spatial",15479.5,0.96033429657714,0.905917291201739,1.01589900053521
2012,"160501",20671.989928731,19660.3551934024,21701.5219942054,"modelo_fh8_spatial",23591.6,0.876243659977746,0.833362518582986,0.919883432840732
2012,"160502",1931.15536406061,1764.26446895515,2109.16001701702,"modelo_fh8_spatial",1954.4,0.988106510468998,0.902714116329895,1.07918543645979
2012,"160503",1566.31320856464,1421.16572958166,1719.3806162103,"modelo_fh8_spatial",1659.6,0.943789593013159,0.856330278128259,1.03602109918673
2012,"160504",4197.4428669103,3961.54370764976,4438.5627075526,"modelo_fh8_spatial",4232.2,0.991787454966754,0.936048321830196,1.04876015017074
2012,"160505",4611.73849878394,4327.01763562265,4902.56939429633,"modelo_fh8_spatial",4650.5,0.991665089513803,0.930441379555457,1.05420264365043
2012,"160506",1181.59297689867,1089.82408941342,1277.50178470116,"modelo_fh8_spatial",1172.8,1.00749742232151,0.92924973517515,1.08927505516811
2012,"160507",786.606588456292,735.704944325638,839.725592267137,"modelo_fh8_spatial",807.7,0.973884596330682,0.910864113316378,1.03965035566069
2012,"160508",1040.21472446922,907.764312940691,1186.49368229316,"modelo_fh8_spatial",1069.6,0.972526855337711,0.848695131769532,1.10928728711029
2012,"160509",1092.0898740976,963.047955330126,1234.15280927461,"modelo_fh8_spatial",1072.4,1.01836056890862,0.898030543948271,1.15083253382563
2012,"160510",5934.29419839428,5299.40393328452,6623.33436620631,"modelo_fh8_spatial",5959.4,0.995787193072168,0.889251255711064,1.11140959932314
2012,"160511",4382.77432376523,3978.70931659762,4814.50471554036,"modelo_fh8_spatial",4668.1,0.93887755698576,0.852318784215766,1.03136280618246
2012,"160601",27236.9275808499,25875.0741268659,28631.3952915816,"modelo_fh8_spatial",30255.9,0.900218720343796,0.855207550489852,0.946307837201394
2012,"160602",964.183419102523,859.070305927392,1079.47423042081,"modelo_fh8_spatial",1020.5,0.944814717395907,0.841813136626548,1.05778954475337
2012,"160603",5295.83886147299,4936.29937788468,5665.79309673772,"modelo_fh8_spatial",5299.7,0.999271442057661,0.931429963561085,1.06907807927575
2012,"160604",3955.27854959428,3692.07209969972,4224.1603949586,"modelo_fh8_spatial",3944.3,1.00278339619052,0.936052556778065,1.07095312094886
2012,"160605",14771.2278920617,13960.349570602,15603.1389131572,"modelo_fh8_spatial",15198.9,0.971861640780696,0.918510521853688,1.02659659009252
2012,"160606",5897.44969434319,5530.94117204823,6261.26129749928,"modelo_fh8_spatial",6497.8,0.907607143085842,0.851202125649948,0.96359710940615
2012,"160701",7513.18768269035,7034.53932116044,7989.4625979854,"modelo_fh8_spatial",10031.7,0.748944613843152,0.701231029751731,0.796421603316028
2012,"160702",2111.94633217763,1974.67799485122,2254.71588017288,"modelo_fh8_spatial",2139.5,0.987121445280502,0.922962371980003,1.05385177853371
2012,"160703",13899.3218971845,13090.8684267241,14741.1987920005,"modelo_fh8_spatial",14492.7,0.959056759415737,0.903273263555041,1.01714648009001
2012,"160704",5321.4018414703,5051.22109518293,5596.86310940134,"modelo_fh8_spatial",5389.3,0.987401302853859,0.937268494086975,1.03851392748619
2012,"160705",7965.16464841779,7261.68964582186,8710.04481103588,"modelo_fh8_spatial",8404.7,0.947703623974418,0.864003432106067,1.03633024510522
2012,"160706",5775.571899511,5413.43448475751,6147.96763566614,"modelo_fh8_spatial",5811.5,0.993817757809688,0.93150382599286,1.05789686581195
2012,"160801",1635.21970154523,1429.64423098976,1866.43257140989,"modelo_fh8_spatial",1878.5,0.870492255280933,0.761056284796253,0.99357602949688
2012,"160802",861.435087583367,766.129428524832,967.177480691161,"modelo_fh8_spatial",888,0.970084558089378,0.862758365455892,1.08916382960716
2012,"160803",2097.80180854705,1922.9278709775,2288.40641451386,"modelo_fh8_spatial",2199.8,0.953632970518708,0.874137590225248,1.04027930471582
2012,"160804",1873.40278457544,1669.37987885497,2098.65318748777,"modelo_fh8_spatial",1981.6,0.945399063673517,0.842440391024914,1.05907003809435
2013,"160101",67480.5861003408,63791.62249173,71311.167782496,"modelo_fh8_spatial",194034.1,0.347776942817478,0.328765008272927,0.367518739141708
2013,"160102",6543.05307018481,5978.11097086822,7142.14885913168,"modelo_fh8_spatial",6522.4,1.0031664832247,0.916550805051549,1.09501852985583
2013,"160103",4575.36920153024,4327.87314152339,4832.83834166162,"modelo_fh8_spatial",4689.7,0.975620871597381,0.92284648090995,1.0305218546307
2013,"160104",3800.45181327349,3600.43622333659,4004.87297765623,"modelo_fh8_spatial",3891,0.976728813485861,0.925324138611307,1.02926573571221
2013,"160105",2721.76797674474,2577.12944788728,2872.25328746009,"modelo_fh8_spatial",2769,0.982942570149779,0.930707637373521,1.03728901677865
2013,"160106",3732.19083117262,3533.38089383945,3937.49149261976,"modelo_fh8_spatial",3768.5,0.990365087215769,0.937609365487449,1.04484317171813
2013,"160107",8670.41407353223,8183.68790322532,9183.46043905439,"modelo_fh8_spatial",8770.1,0.988633433316864,0.933135072943903,1.04713292197973
2013,"160108",65424.6803220688,62130.2422125147,68764.2555490927,"modelo_fh8_spatial",106087.6,0.616704311550726,0.585650370189491,0.648183723159848
2013,"160110",2714.87345976825,2510.35769528903,2930.84736250512,"modelo_fh8_spatial",2753.4,0.986007648641045,0.911730113782606,1.06444663416326
2013,"160112",21662.349945046,20563.7823602432,22811.5667613943,"modelo_fh8_spatial",29276.1,0.739932912684612,0.702408529832976,0.779187349455504
2013,"160113",84731.665893978,80445.6244266433,89154.7571395918,"modelo_fh8_spatial",124713.9,0.679408356999324,0.645041366091857,0.714874261326057
2013,"160201",44381.7135327718,42232.5916839538,46622.8389463003,"modelo_fh8_spatial",63763.2,0.696039620545578,0.662334884133071,0.731187251365996
2013,"160202",2257.3159296842,2133.63418206567,2385.48586732658,"modelo_fh8_spatial",2285.3,0.987754749785236,0.933634175848105,1.04383926282177
2013,"160205",5421.14698623383,4994.42691691134,5874.32527407045,"modelo_fh8_spatial",5465.9,0.991812324820036,0.913742826782659,1.07472241974248
2013,"160206",17106.8721361899,16207.2264411924,18049.9609032592,"modelo_fh8_spatial",17830.5,0.959416288729416,0.908960850295413,1.01230817437869
2013,"160210",2169.38935816151,2023.3527850502,2321.71993826397,"modelo_fh8_spatial",2210.8,0.981268933490824,0.915212947824407,1.05017185555635
2013,"160211",4866.1197731397,4565.01647345521,5184.74985920402,"modelo_fh8_spatial",4988.2,0.975526196451566,0.915163079558801,1.03940296283309
2013,"160301",15540.6920337414,14797.8887624161,16313.2765260332,"modelo_fh8_spatial",16499.4,0.941894373961561,0.896874356789707,0.988719379252164
2013,"160302",5667.89386870857,5312.41544933747,6037.53780858059,"modelo_fh8_spatial",5691.2,0.995904882750312,0.933443816653337,1.06085497058276
2013,"160303",10868.6977871494,10171.0694587429,11592.7786143463,"modelo_fh8_spatial",10933.7,0.994054875033104,0.930249545784402,1.06027955900988
2013,"160304",19497.8663872759,18312.1856015648,20721.3157816201,"modelo_fh8_spatial",20933.3,0.931428221411622,0.874787329353937,0.989873349238777
2013,"160305",6620.71667066226,6145.70640444181,7118.78656412701,"modelo_fh8_spatial",6667.8,0.992938701020166,0.921699271790067,1.06763648641636
2013,"160401",11629.8348248532,11039.4052067991,12251.7466580499,"modelo_fh8_spatial",12181.1,0.954744220542741,0.906273259951823,1.00579969444877
2013,"160402",12096.0069810569,11338.6627325451,12847.7406784397,"modelo_fh8_spatial",12964,0.933045894867083,0.874626869218229,0.991032141194055
2013,"160403",12304.0074580716,11544.2703388406,13094.0268662016,"modelo_fh8_spatial",12535.7,0.98151738299988,0.920911503852248,1.04453894606616
2013,"160404",13828.2642273797,13063.9275740011,14615.1425076833,"modelo_fh8_spatial",14330.5,0.964953367110686,0.911617010851056,1.01986270595466
2013,"160501",15993.5149512317,15231.5905526522,16777.4515907266,"modelo_fh8_spatial",18163.5,0.880530456752921,0.838582352115627,0.923690455624006
2013,"160502",3321.02118620111,3037.02647265689,3625.10713434488,"modelo_fh8_spatial",3344.4,0.993009564107496,0.908093072795388,1.08393348114606
2013,"160503",1444.05428608037,1311.37619703554,1584.38654179198,"modelo_fh8_spatial",1523.1,0.948102085273697,0.860991528485022,1.04023802888319
2013,"160504",5636.17271834221,5328.02323782854,5954.05800057595,"modelo_fh8_spatial",5655.3,0.996617813085462,0.942129195237838,1.05282796678796
2013,"160505",5663.68533816775,5324.33592640339,6013.22652727385,"modelo_fh8_spatial",5682.7,0.996653938826218,0.936937710314356,1.05816364180299
2013,"160506",3196.67945554797,2949.81526895043,3455.49794127306,"modelo_fh8_spatial",3157.6,1.01237631604635,0.93419536006791,1.09434315343079
