"ubigeo","c3_p1_1","c3_p1_2","c3_p1_3","c3_p1_4","c3_p1_5","c3_p1_6","c3_p1_7","c3_p1_8","c3_p2_1","c3_p2_2","c3_p2_3","c3_p2_4","c3_p2_5","c3_p2_6","c3_p2_7","c3_p2_8","c3_p2_9","c3_p2_10","c3_p2_11","c3_p2_12","c3_p2_13","c3_p2_14","c3_p2_15","c3_p2_16","c4_p1","c2_p11","c2_p12","c2_p13","t_c4_p1","c2_p1_1","c2_p1_2","c2_p1_3","c2_p1_4","c2_p1_5","c2_p1_6","c2_p1_7","c2_p3_1","c2_p3_2","c2_p3_3","c2_p3_4","c2_p3_5","c2_p3_6","c2_p3_7","c2_p3_8","c2_p3_9","c2_p4_1","c2_p4_2","c2_p4_3","c2_p4_4","c2_p4_5","c2_p4_6","c2_p4_7","c2_p4_8","c2_p5_1","c2_p5_2","c2_p5_3","c2_p5_4","c2_p5_5","c2_p5_6","c2_p6_1","c2_p6_2","c2_p6_3","c2_p6_4","c2_p6_5","c2_p6_6","c2_p6_7","c2_p6_8","c2_p6_10","c2_p10_1","c2_p10_2","c2_p10_3","c2_p10_4","c2_p10_5","c2_p10_6","c2_p10_7","c2_p10_8","c5_p8_1","c5_p8_2","c5_p8_3","c5_p8_4","c5_p8_5","c5_p8_6","c5_p12","c5_p15","c5_p16","c5_p23","c5_p11_recat","c5_p13_niv_recat","c5_p11_recat_1","c5_p11_recat_2","c5_p11_recat_3","c5_p11_recat_4","c5_p13_niv_recat_1","c5_p13_niv_recat_3","c5_p13_niv_recat_4","c5_p13_niv_recat_6"
"160113",0.0231369902631833,0.677560332915582,0,0.222404318904849,0.270027957196568,0,0.000385616504386388,0.026318326424371,0.556058999325182,0.230534400205655,0.283910151354419,0.51052411709891,0.757864969954095,0.877598894565995,0.452199620810416,0.421768051672587,0.762588772132738,0.193258138114985,0.896108486776554,0.580577782062419,0.798579645875559,0.970532472123134,0.627622995597598,0.975931103184553,4.0284070824898,0.112794220461448,2.44731497819368,2.3805639711023,4.17351932616445,0.966341512135033,0.00103206045876752,0.0149815227885608,0.00149815227885608,0.0124180177780737,0.0025302127376236,0.00119852182308486,0.492559177015015,0.0018976595532177,0.00409494956220661,0.000432799547225089,9.98768185904052e-05,0.000865599094450178,0.400639211638979,0.0994107267703166,0,0.0531011752172321,0.0287645237540367,0.00359556546925459,0.874920930851949,0.00129839864167527,0.0134500782368412,0.0248693278290109,0,0.000898891367313646,0.00346239637780071,0.083230682158671,0.0815660685154976,0.501647967506742,0.329193994073975,0.605653027932217,0.0459433365515864,0.0520358224856011,0.0950161467523388,0.15108033425442,0.00119852182308486,0.021540100542664,0.0203415787195792,0.00719113093850917,0.45180943503013,0.0994440190431801,0.0713120484735493,0.147717814695209,0.100409494956221,0.0638545793521324,0.0476412424676233,0.0178113659819556,0.58495547688919,0.214307936801572,0.0171533798044176,0.0112169650289684,0.00637365779007305,0.170440690507623,0.119897079721175,0.301629388872258,0.662743463298685,0.355780624678603,1.03640888948684,3.69635154338375,0.984965567112599,0.00426311939256855,0.000168170390239391,0.0106031431045936,0.117937894674885,0.307297754084438,0.396032860494253,0.178731490746424
"160201",0.0209941491715424,0.604503662913614,0,0.108068243276464,0.465460445449629,0,0.000393333005555829,0.0289591425340479,0.70549191209006,0.330301391415477,0.345838045134945,0.638576134519895,0.82457347952211,0.924135896553417,0.555828703476112,0.542307881410081,0.81331432223807,0.260976449186304,0.928364226363137,0.563400363833005,0.890850090958247,0.980775849353459,0.702394414671334,0.964747529377057,4.00152416539653,0.137595301875151,2.50458479291153,2.315577992994,4.19261281681435,0.944312796208531,0.00273026993612199,0.031011745312178,0.00654234494127344,0.0122604574490006,0.00185452297547909,0.00128786317741603,0.477282093550381,0.00216361013805893,0.0144755821141562,0.00206058108386565,0.00185452297547909,0.00180300844838244,0.469348856377498,0.031011745312178,0,0.0703173294869153,0.0345662476818463,0.00231815371934886,0.806872037914692,0.0023696682464455,0.00535751081805069,0.0781990521327014,0,0.00118483412322275,0.00339995878837832,0.0702658149598187,0.0529054193282506,0.444312796208531,0.427931176591799,0.639140737688028,0.0414176797856996,0.0117968267051308,0.0097362456212652,0.21610344117041,0.00103029054193283,0.0737688028023903,0.00520296723676077,0.00180300844838244,0.470018545229755,0.0690809808365959,0.044508551411498,0.0780960230785081,0.212291366165259,0.0380177209973212,0.081856583556563,0.00613022872450031,0.705732876448618,0.161321372194201,0.00465868401801907,0.00521053914962972,0.00302878630372577,0.122447670016299,0.141557258178368,0.0294137978708697,0.661297314872519,0.0508153328322608,1.06517024089118,3.46280111397734,0.975166519077504,0.00462018249720864,8.9836881890168e-05,0.0201234615433976,0.137861112180598,0.399799792091788,0.324246974422156,0.138092121305458
"160202",0,0.0483321987746766,0,0.00476514635806671,0.970388019060585,0,0.000340367597004765,0.00272294077603812,0.964942137508509,0.92988427501702,0.932947583390062,0.978897208985704,0.996596324029952,0.998298162014976,0.973110959836623,0.97787610619469,0.980258679373724,0.761402314499657,0.997957794417971,0.985364193328795,0.999659632402995,0.998978897208986,0.993533015656909,0.889380530973451,4.64499659632403,0.859979459089351,1.77713111947963,2.26189661074974,4.67203012666895,0.397808969530983,0,0,0,0.601163984936666,0,0.00102704553235193,0.0174597740499829,0,0.0369736391646696,0.00102704553235193,0.00445053064019172,0.00376583361862376,0.927079767203013,0.00924340979116741,0,0.00102704553235193,0.0136939404313591,0.0130092434097912,0.203012666894899,0.00136939404313591,0.00445053064019172,0.763437179048271,0,0,0,0,0.271824717562479,0.0701814447107155,0.657993837726806,0.046901745977405,0.00445053064019172,0.00102704553235193,0,0.241013351591921,0.00136939404313591,0.704553235193427,0.000684697021567956,0,0.00171174255391989,0.00239643957548785,0.00684697021567956,0.0595686408764122,0.0760013693940431,0.0325231085244779,0.818212940773708,0.00273878808627182,0.923145448655654,0.0292355037252992,8.09847748623255e-05,0.00129575639779729,0.000323939099449301,0.0465662455458366,0.337787495950761,0.018155410312273,0.863696632193052,0.00762112139357654,3.39164237123421,2.6859410430839,0.202623906705539,0.000161969549724652,0.000161969549724652,0.797052154195011,0.293002915451895,0.49789439585358,0.177680596047943,0.0314220926465824
"160205",0,0.063625450180072,0,0.00600240096038415,0.936374549819928,0,0,0.0180072028811525,0.90516206482593,0.767106842737096,0.888355342136855,0.911164465786315,0.99639855942377,0.995198079231693,0.894357743097239,0.849939975990397,0.94717887154862,0.606242496998797,0.993997599039616,0.936374549819928,0.998799519807923,0.998799519807923,0.938775510204082,0.881152460984394,4.64105642256903,0.780755176613884,2.16565164433617,2.10962241169306,4.7088915956151,0.658952496954933,0,0,0,0.33373934226553,0,0.00730816077953715,0.0219244823386114,0.00365408038976857,0.0316686967113276,0.00609013398294762,0.138855054811206,0.0450669914738124,0.747868453105968,0.0048721071863581,0,0,0.0158343483556638,0,0.163215590742996,0.00730816077953715,0.00852618757612668,0.805115712545676,0,0,0,0,0.0864799025578563,0.197320341047503,0.716199756394641,0,0,0,0,0.562728380024361,0.151035322777101,0.285018270401949,0.00121802679658952,0,0.00365408038976857,0,0.0121802679658952,0.108404384896468,0.500609013398295,0.00121802679658952,0.349573690621194,0.0243605359317905,0.900281690140845,0.0526760563380281,0,0.00140845070422535,0.000845070422535202,0.0453521126760563,0.269014084507043,0.0193075898801598,0.787266143633072,0.0121495327102804,1.47605633802817,2.88619718309859,0.84112676056338,0.00028169014084507,0,0.158591549295775,0.220845070422535,0.534647887323944,0.202816901408451,0.0416901408450704
"160206",0.0064540622627183,0.225512528473804,0,0.0136674259681093,0.907365223993926,0,0.000379650721336371,0.00493545937737282,0.843963553530752,0.582384206529996,0.746013667425971,0.83599088838269,0.984813971146545,0.985952923310554,0.857251328777526,0.805998481397112,0.944950645406227,0.498861047835993,0.961655277145026,0.775626423690209,0.974183750949127,0.994684889901291,0.88154897494305,0.784358390280941,4.45975702353834,0.377916018662521,2.05326594090203,2.12869362363919,4.56726283048211,0.996500777604977,0,0.000777604976671851,0,0.00116640746500778,0.0015552099533437,0,0.0999222395023328,0,0.00272161741835148,0,0.00116640746500778,0.000777604976671851,0.884136858475894,0.0112752721617418,0,0.0046656298600311,0.0486003110419907,0.00388802488335925,0.657076205287714,0,0.00349922239502333,0.282270606531882,0,0.00116640746500778,0,0.00272161741835148,0.321150855365474,0.152021772939347,0.52293934681182,0.0785381026438569,0.00427682737169518,0.0384914463452566,0.000777604976671851,0.630248833592535,0,0.245334370139969,0.00194401244167963,0.000388802488335925,0.113919129082426,0.0279937791601866,0.00777604976671851,0.10303265940902,0.462286158631415,0.00777604976671851,0.273328149300156,0.00388802488335925,0.826790664401322,0.0564249306983804,0.00178842886524219,0.000804792989358864,0.0020566931950282,0.113744075829384,0.180720736832693,0.011889035667107,0.786516853932585,0.00967117988394575,1.15496736117321,3.15711347581149,0.913261200035769,0.0525798086381114,8.94214432620942e-05,0.0340695698828579,0.155950997049092,0.517392470714477,0.255477063399803,0.071179468836627
"160210",0,0.109447004608295,0,0.00345622119815668,0.967741935483871,0,0,0.00230414746543779,0.928571428571428,0.819124423963134,0.855990783410138,0.932027649769586,0.994239631336405,0.991935483870968,0.932027649769586,0.911290322580645,0.981566820276498,0.554147465437787,0.995391705069124,0.952764976958526,0.918202764976958,0.996543778801843,0.975806451612903,0.505760368663595,4.53917050691244,0.595571095571092,1.98601398601399,2.23193473193473,4.59207459207459,0.893939393939394,0,0,0,0.106060606060606,0,0,0.00116550116550117,0,0.00582750582750583,0.00116550116550117,0.00116550116550117,0.00116550116550117,0.977855477855478,0.0116550116550117,0,0,0.00582750582750583,0.00582750582750583,0.403263403263403,0,0.0034965034965035,0.581585081585082,0,0,0,0,0.664335664335664,0.0687645687645688,0.266899766899767,0.0745920745920746,0.00116550116550117,0,0,0.22027972027972,0,0.702797202797203,0.00116550116550117,0,0.0163170163170163,0.0034965034965035,0.020979020979021,0.137529137529138,0.285547785547786,0.013986013986014,0.51981351981352,0.00233100233100233,0.925369054127939,0.0180426462547839,0.000273373428102789,0.00054674685620557,0.00164024056861676,0.0544013121924549,0.222252597047568,0.00854700854700857,0.702064896755163,0.00413907284768212,1.29223619464188,2.86768726079825,0.901858939311099,0.00109349371241115,0,0.0970475669764899,0.19409513395298,0.595954073264079,0.186987424822307,0.0229633679606342
"160211",0.00143163922691482,0.317108088761632,0,0.0114531138153185,0.914101646385111,0,0.000715819613457409,0.00143163922691482,0.896921975662134,0.687186828919114,0.604867573371513,0.882605583392984,0.991410164638511,0.998568360773085,0.846814602720114,0.904795991410163,0.97780959198282,0.548317823908374,0.979957050823193,0.833929849677879,0.99713672154617,0.995705082319256,0.929133858267717,0.857551896921976,3.93199713672155,0.462039045553141,2.30296456977585,2.06435285610991,3.97180043383948,0.996384671005061,0,0.00216919739696312,0.00144613159797542,0,0,0,0.0195227765726681,0.000723065798987708,0.0101229211858279,0,0.0101229211858279,0.00433839479392625,0.94938539407086,0.00578452639190166,0,0,0.0137382501807664,0.00723065798987708,0.744034707158351,0,0.00144613159797542,0.23355025307303,0,0,0,0,0.263919016630513,0.122198120028923,0.613882863340564,0.221258134490239,0.0144613159797542,0,0,0.40057845263919,0,0.362979031091829,0.000723065798987708,0,0.117136659436009,0.0166305133767173,0.0216919739696312,0.135936370209689,0.28705712219812,0.00433839479392625,0.404193781634129,0.0130151843817787,0.889751552795031,0.0182453416149069,0.000194099378881982,0.000970496894409919,0.00174689440993786,0.0892857142857138,0.190993788819876,0.0294759825327511,0.68476465730801,0.0079641612742658,1.16479037267081,2.95089285714286,0.94429347826087,0.00116459627329193,0,0.0545419254658385,0.174689440993789,0.586762422360248,0.207686335403727,0.030861801242236
"160301",0.00813850251553714,0.327315773897603,0,0.155519384433264,0.668540988458124,0,0.000443918319029299,0.0201242971293282,0.793134063332348,0.482835158330855,0.622817401598093,0.794613791062453,0.953388576501925,0.971737200355134,0.753921278484753,0.695915951464923,0.897158922758208,0.418319029298611,0.962858833974548,0.663213968629788,0.956200059189106,0.990529742527375,0.880437999408104,0.751405741343599,4.36460491269606,0.28545564272783,2.35455642727821,2.35033192516596,4.45021122510561,0.893482196741098,0,0.00588412794206397,0.000301750150875075,0.0983705491852746,0.000603500301750151,0.00135787567893784,0.176674713337357,0.000452625226312613,0.00512975256487628,0.000754375377187689,0.00226312613156307,0.00407362703681352,0.786511768255884,0.024140012070006,0,0.0138805069402535,0.0368135184067592,0.00226312613156307,0.845353047676524,0.000452625226312613,0.00452625226312613,0.0967109233554617,0,0.000301750150875075,0.000905250452625226,0.0212733856366928,0.342788171394086,0.25920337960169,0.375528062764031,0.159625829812915,0.0245926372963186,0.10968617984309,0.0709112854556427,0.304013277006638,0.00135787567893784,0.28183464091732,0.0439046469523235,0.00407362703681352,0.152232951116476,0.038171394085697,0.0719674109837055,0.265389257694629,0.275799637899819,0.0428485214242607,0.126282438141219,0.0273083886541943,0.793728898786007,0.112348250844052,0.00355577903886203,0.00197543279936792,0.00165218015947128,0.0883916385317132,0.161769987788234,0.0341887486416445,0.750095223584977,0.0376136363636362,1.04446519646577,3.34620357732921,0.983083111845413,0.00305294159902306,0.000179584799942533,0.013684361755621,0.141620573234681,0.437037569140148,0.317290424538467,0.104051433086704
"160302",0.00080450522928399,0.133547868061142,0,0.0176991150442478,0.921962992759453,0,0,0.00402252614641995,0.916331456154465,0.78841512469831,0.835880933226066,0.921158487530168,0.995172968624296,0.992759452936444,0.933226065969429,0.918744971842318,0.982300884955752,0.518905872888173,0.98793242156074,0.942880128720836,0.991150442477876,0.998390989541432,0.985518905872888,0.599356395816573,4.6283185840708,0.504051863857374,1.9643435980551,2.04376012965964,4.66207455429498,0.945705024311183,0,0,0,0.053484602917342,0,0.000810372771474878,0.00486223662884927,0.000810372771474878,0,0,0,0.00567260940032415,0.974068071312804,0.0145867098865478,0,0,0.0316045380875203,0.000810372771474878,0.662074554294976,0.00162074554294976,0.00162074554294976,0.30226904376013,0,0,0,0,0.905996758508914,0.0559157212317666,0.0380875202593193,0.0113452188006483,0.000810372771474878,0.139384116693679,0.00162074554294976,0.020259319286872,0,0.754457050243112,0.0721231766612642,0,0.00567260940032415,0,0.0251215559157212,0.13614262560778,0.632090761750405,0.0145867098865478,0.181523500810373,0.00486223662884927,0.860743874493213,0.0558787237793057,0.00581702802749861,0.00123391503613608,0.000881367882954344,0.0772078265468008,0.183148246077913,0.0309068727124847,0.729643527204503,0.0327868852459018,1.04847523356249,3.11457782478406,0.982725189494095,0.00158646218931782,0.000176273576590869,0.0155120747399965,0.163229331923145,0.511722192843293,0.267054468535167,0.0579940066983959
"160303",0.0061898211829436,0.094222833562586,0,0.0061898211829436,0.93191196698762,0,0.000687757909215956,0.00412654745529574,0.914030261348005,0.747592847317742,0.872077028885832,0.909215955983494,0.993810178817057,0.99656121045392,0.914718019257221,0.92365887207703,0.964236588720771,0.795048143053643,0.990371389270977,0.937414030261347,0.997248968363136,0.997248968363136,0.979367262723522,0.61898211829436,4.34869325997249,0.343469246717345,1.84519695922599,2.19903248099517,4.36973047684865,0.988251554941258,0,0.00345542501727713,0,0.0055286800276434,0,0.0027643400138217,0.022805805114029,0,0.0027643400138217,0,0,0.0027643400138217,0.955770559778853,0.0158949550794748,0,0.00345542501727713,0.131997235659986,0.0103662750518314,0.446440912232205,0.00207325501036628,0.00691085003455425,0.39875604699378,0,0,0.000691085003455425,0.00138217000691085,0.751209398756047,0.134070490670352,0.112646855563234,0.243953006219765,0.0815480304077402,0.0656530753282654,0,0.027643400138217,0,0.565307532826538,0.0152038700760194,0.000691085003455425,0.0912232204561161,0.0234968901174845,0.0304077401520387,0.294402211472011,0.213545266067726,0.0483759502418798,0.272287491361437,0.0262612301313061,0.837098692033293,0.0599626295226774,0.00118906064209271,0.000679463224053005,0.00305758450823854,0.100220825547817,0.211992525904536,0.0193621867881548,0.770745942002553,0.0112359550561798,1.20298963818583,3.09325632750127,0.931034482758621,0.00186852386614574,0.00016986580601325,0.0669271275692203,0.170545269237303,0.492271105826397,0.288602004416511,0.0485816205197894
"160304",0.0129183793305931,0.22665883734586,0,0.0328831473869642,0.871403405754551,0,0,0.00528479154433353,0.736347621843805,0.543159130945393,0.713446858485026,0.731650029359952,0.951262477980035,0.979448032883147,0.760422783323545,0.797416324133883,0.950088079859073,0.653552554315913,0.985320023487962,0.836171462125659,0.979448032883147,0.981796829125073,0.951849677040517,0.596594245449206,4.66470933646506,0.205690574985179,2.05809128630706,2.15945465323059,4.70895080023711,0.736218138707765,0,0.003556609365738,0,0.256668642560759,0.002963841138115,0.000592768227622999,0.0699466508595139,0,0.00829875518672199,0.000592768227622999,0.000592768227622999,0.004149377593361,0.873147599288678,0.043272080616479,0,0.003556609365738,0.039122703023118,0.004149377593361,0.572614107883817,0.001185536455246,0.00770598695909899,0.371665678719621,0,0,0,0.004149377593361,0.685240071132187,0.169531713100178,0.141078838174274,0.023117960877297,0.00592768227622999,0.355068168346177,0.00889152341434499,0.25489033787789,0,0.346176644931832,0.00592768227622999,0,0.017190278601067,0.00948429164196799,0.02371072910492,0.281564908120925,0.183165382335507,0.122110254890338,0.357439241256669,0.005334914048607,0.746160913505708,0.121013256332852,0.00118125738285867,0.00459377871111705,0.0018375114844467,0.127969549809686,0.289014306339416,0.0174321153201475,0.762533731004122,0.0159806295399515,1.4490090563066,2.97847486546792,0.834755217220108,0.0233626460165376,0,0.141882136763355,0.246357789736186,0.412915080719254,0.275495471846699,0.0652316576978606
"160305",0.00389408099688474,0.130451713395639,0,0.00467289719626168,0.929906542056075,0,0,0.00233644859813084,0.86993769470405,0.720015576323987,0.838785046728972,0.875,0.992601246105919,0.9898753894081,0.896806853582554,0.919781931464176,0.984034267912773,0.600856697819314,0.993380062305296,0.91861370716511,0.994158878504673,0.996495327102804,0.9898753894081,0.403037383177566,4.42990654205607,0.552816901408453,1.66079812206573,2.04068857589984,4.45070422535211,0.775039123630673,0,0,0,0.224178403755869,0,0.000782472613458529,0.00391236306729264,0,0.0168231611893584,0,0,0.000782472613458529,0.964397496087637,0.0140845070422535,0,0.000391236306729264,0.0140845070422535,0.00312989045383412,0.465962441314554,0.000391236306729264,0.00156494522691706,0.514475743348983,0,0,0,0.000391236306729264,0.92566510172144,0.0590766823161189,0.014866979655712,0.00273865414710485,0.00586854460093897,0.104068857589984,0,0.0367762128325509,0,0.846635367762128,0.00391236306729264,0,0.00352112676056338,0.00352112676056338,0.0215179968701095,0.222613458528951,0.238654147104851,0.041471048513302,0.448356807511737,0.0203442879499218,0.764150943396229,0.0302830188679245,0.000849056603773494,0.00641509433962252,0.00169811320754716,0.197358490566034,0.343584905660386,0.0109431995831161,0.855477855477855,0.0117252931323283,1.33877358490566,2.66867924528303,0.88688679245283,0.000283018867924528,0,0.112830188679245,0.300754716981132,0.482641509433962,0.189811320754717,0.0267924528301887
"160401",0.0104724792985874,0.289819775937652,0,0.0426205552849489,0.801266439357038,0,0.000243546030199708,0.0126643935703848,0.839016074037989,0.540185094982946,0.671456405260599,0.791281052118853,0.941305406721871,0.967608377983439,0.757915245981486,0.769605455431077,0.907452508524113,0.598392596200689,0.971505114466633,0.770336093521674,0.979542133463224,0.99123234291281,0.894301022893324,0.712128592303948,4.42547491475889,0.414465564058259,2.15823253517651,2.29967909158232,4.48555912120464,0.912861021969884,0,0.00345593680572698,0,0.0829424833374475,0,0.000740557886941496,0.177240187607998,0.000493705257960997,0.00222167366082449,0,0,0.00320908417674648,0.811404591458899,0.00543075783757097,0,0.00962725253023945,0.0382621574919773,0.00666502098247346,0.814860528264626,0.000987410515921995,0.00148111577388299,0.128116514440879,0,0,0.00271537891878549,0.0340656627993088,0.572944951863737,0.258454702542582,0.131819303875586,0.117995556652678,0.0407306837817823,0.117501851394717,0.00222167366082449,0.297457417921501,0.000987410515921995,0.350530733152308,0.0597383362132807,0.0128363367069859,0.0589977783263392,0.0380153048629968,0.155023450999753,0.187854850654159,0.238459639595162,0.0155517156257714,0.291532954825969,0.0145643051098494,0.777018703102251,0.104770970993393,0.00845559413148079,0.00145593011535443,0.00156792473961247,0.108410796281778,0.20355022958898,0.0146692499308056,0.718684728770066,0.0159722222222221,1.82657632433638,3.25825960353903,0.720405420539814,0.00593571508567589,0.000335983872774107,0.273322880501736,0.166703998208086,0.446018591107627,0.28508231604883,0.102195094635457
"160402",0.00765765765765766,0.293693693693694,0,0.0184684684684685,0.893693693693694,0,0,0.00585585585585586,0.847747747747748,0.52117117117117,0.610810810810811,0.799549549549549,0.978378378378379,0.97972972972973,0.815315315315314,0.806756756756758,0.949999999999999,0.558108108108105,0.961711711711712,0.88063063063063,0.996396396396396,0.996396396396396,0.964414414414415,0.517117117117113,4.72432432432432,0.356561085972849,2.10723981900453,2.20497737556561,4.74570135746607,0.993665158371041,0,0.00271493212669683,0,0.00316742081447964,0,0.000452488687782805,0.0380090497737557,0,0.00271493212669683,0.000452488687782805,0,0.00180995475113122,0.951131221719457,0.00588235294117647,0,0.00226244343891403,0.0461538461538462,0.00271493212669683,0.785972850678733,0,0.00316742081447964,0.15972850678733,0,0,0.000904977375565611,0.00452488687782805,0.782352941176471,0.121266968325792,0.0909502262443439,0.229864253393665,0.0298642533936652,0.00723981900452489,0,0.112217194570136,0,0.610407239819005,0.0104072398190045,0,0.10814479638009,0.0361990950226244,0.0497737556561086,0.118552036199095,0.286877828054299,0.0506787330316742,0.342533936651584,0.00723981900452489,0.802879937731075,0.0589608873321646,0.00408639813193253,0.00233508464681835,0.00204319906596617,0.132224168126093,0.169390932087956,0.0155075187969923,0.698931424421621,0.0128018620890313,1.14866705584744,3.15469935785172,0.94347149250827,0.0102159953298307,0.000486475968087176,0.045826036193812,0.161120840630473,0.482973341116949,0.295388207822534,0.0605176104300448
"160403",0.00430570505920344,0.264800861141012,0,0.0446716899892357,0.822389666307858,0,0,0.0209903121636168,0.921420882669537,0.697524219590957,0.709364908503767,0.898277717976318,0.98762109795479,0.993541442411195,0.868137782561895,0.883207750269106,0.972012917115178,0.73896663078579,0.994079655543595,0.911733046286329,0.996770721205597,0.998923573735199,0.991388589881593,0.756727664155004,4.40312163616792,0.519774011299437,2.27344632768362,2.20056497175141,4.62203389830508,0.972316384180791,0,0.00903954802259887,0.00282485875706215,0.0107344632768362,0,0.00508474576271186,0.0220338983050847,0.000564971751412429,0.000564971751412429,0,0,0.00451977401129944,0.969491525423729,0.00282485875706215,0,0.00112994350282486,0.0293785310734463,0,0.864971751412429,0.00112994350282486,0.00112994350282486,0.10225988700565,0,0,0.000564971751412429,0.00225988700564972,0.942372881355932,0.0451977401129944,0.0096045197740113,0.107909604519774,0.0903954802259887,0.00282485875706215,0,0.154237288135593,0.00508474576271186,0.427118644067797,0.211299435028249,0.00112994350282486,0.0096045197740113,0.00395480225988701,0.0706214689265537,0.124858757062147,0.551977401129944,0.0209039548022599,0.209039548022599,0.00903954802259887,0.646183953033267,0.0263535551206783,0.0071754729288974,0.00169602087410303,0.00130463144161772,0.318199608610566,0.195433789954339,0.0143983544737743,0.726919878014972,0.00768667642752565,1.1866927592955,3.07253750815394,0.93085453359426,0.0103065883887802,0.000130463144161774,0.0587084148727984,0.176647097195042,0.486236138290933,0.292759295499022,0.0443574690150033
"160404",0.00422654268808115,0.158072696534235,0,0.00929839391377853,0.849535080304311,0,0,0.0164835164835165,0.904902789518174,0.568892645815717,0.784446322907865,0.872358410819947,0.986897717666948,0.99112426035503,0.877852916314456,0.879120879120881,0.967032967032967,0.669484361792051,0.965342349957735,0.870667793744718,0.998309382924768,0.996618765849535,0.975908706677937,0.659340659340661,4.25486052409129,0.292525773195876,1.93341924398626,2.16580756013745,4.32431271477663,0.905927835051546,0,0.00687285223367698,0,0.0854810996563574,0,0.00171821305841924,0.0562714776632302,0.000429553264604811,0.00128865979381443,0,0,0.00472508591065292,0.925687285223368,0.0115979381443299,0,0.00429553264604811,0.0223367697594502,0.000859106529209622,0.742268041237113,0,0.00601374570446735,0.224226804123711,0,0.000429553264604811,0.000429553264604811,0.00644329896907216,0.834192439862543,0.10266323024055,0.0558419243986254,0.185137457044674,0.00859106529209622,0.00300687285223368,0,0.109965635738832,0,0.676975945017182,0.0163230240549828,0,0.0975085910652921,0.0206185567010309,0.0189003436426117,0.141752577319588,0.301116838487972,0.0502577319587629,0.346649484536082,0.0231958762886598,0.679900487198092,0.0451953975329109,0.00134756919249516,0.00165854669845552,0.000621955011920817,0.272727272727271,0.188245050274696,0.0143753267119708,0.631933701657458,0.00398746795784681,1.15227531875194,3.04861615009847,0.940706955530217,0.0124391002384161,0.000725614180574272,0.046128330050793,0.168446149061885,0.52586296257904,0.26578210842749,0.0399087799315849
"160501",0.0192485656116972,0.380529335554322,0,0.165833796039237,0.690727373681288,0,0.000555247084952804,0.0188784008883953,0.746437164538227,0.366648158430496,0.560799555802345,0.724967610586718,0.920784749213403,0.952433833055712,0.68091800851378,0.572829909309651,0.83842309827874,0.347954839903751,0.960947621691653,0.714788080695924,0.944660373866371,0.988709975939292,0.83472145104572,0.829724227281146,4.61502868776606,0.164373088685019,2.34231651376145,2.47878440366972,4.76586391437309,0.985282874617737,0.000191131498470948,0.00860091743119266,0.000573394495412844,0.00191131498470948,0.00229357798165138,0.00114678899082569,0.216551987767584,0.00095565749235474,0.00248470948012232,0.00191131498470948,0.000382262996941896,0.00324923547400612,0.762614678899083,0.0118501529051988,0,0.0133792048929664,0.0336391437308868,0.00764525993883792,0.864105504587156,0.00133792048929664,0.00401376146788991,0.0758792048929664,0,0.000191131498470948,0.000573394495412844,0.0237003058103976,0.247706422018349,0.349579510703364,0.378249235474006,0.263952599388379,0.0122324159021407,0.0112767584097859,0.0315366972477064,0.539373088685015,0,0.0934633027522936,0.0430045871559633,0.0051605504587156,0.227255351681957,0.0560015290519878,0.0571483180428135,0.258409785932722,0.181766055045872,0.0498853211009174,0.127675840978593,0.0418577981651376,0.702619414483822,0.165511042629686,0.00256805341551112,0.0022684471837014,0.00149803115904806,0.127546652970383,0.155324430748159,0.0149890902191444,0.71516365457277,0.046480021745039,1.01673514809108,3.42672487587741,0.993408662900188,0.00141242937853107,0.000214004451292587,0.00496490326998802,0.135550419448725,0.417351480910803,0.321734292073275,0.125363807567197
"160502",0,0.0909090909090909,0,0.00324675324675325,0.964285714285714,0,0,0.0162337662337662,0.970779220779221,0.853896103896104,0.892857142857143,0.951298701298701,0.996753246753247,1,0.977272727272727,0.970779220779221,0.987012987012987,0.850649350649351,0.974025974025974,0.961038961038961,0.996753246753247,1,1,0.613636363636364,4.62662337662338,0.485245901639344,2.21311475409836,2.09508196721311,4.67213114754099,0.99344262295082,0,0.00655737704918033,0,0,0,0,0.00327868852459016,0,0,0,0,0,0.99016393442623,0.00655737704918033,0,0,0.00327868852459016,0,0.586885245901639,0,0,0.40983606557377,0,0,0,0,0.436065573770492,0.131147540983607,0.432786885245902,0.118032786885246,0.0229508196721311,0,0,0.347540983606557,0,0.511475409836066,0,0,0.0655737704918033,0.0327868852459016,0.0950819672131148,0.0819672131147541,0.236065573770492,0.00983606557377049,0.475409836065574,0.00327868852459016,0.773801002147459,0.0443808160343593,0.00286327845382965,0.0007158196134574,0,0.178239083750895,0.191123836793128,0.0135922330097088,0.726016884113584,0.0232558139534883,1.22763063707946,3.1209735146743,0.924123120973515,0,0,0.0758768790264853,0.146027201145311,0.518253400143164,0.297065139584825,0.0386542591267001
