"ubigeo","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20"
"160101",26.1467662011444,-2.63604767324563,5.13333639354317,5.79216834115979,-1.636779238823,1.45125790554133,-1.2640089168095,0.744178753240988,-3.22019420303805,2.63334517433202,-1.49232779277002,1.2122008705932,-0.305737024320189,0.622133575528898,-0.514991352548807,0.240144643954303,-0.277428427447194,-0.248885728629326,0.836270493408201,-0.539650428146669
"160102",-3.24146609940136,1.51402167600366,-0.511714697287356,-0.388151402601812,0.655134536885396,2.04279997790152,-0.744484289112527,0.786000647912743,0.844043242654541,0.698717010224309,0.308175285928254,0.101755508162298,0.265687299927005,0.204969118322985,-0.421745523901743,0.0681746114237606,-0.510193476506029,-0.424837881923298,-0.69736521001346,-0.639664290122238
"160103",-0.308046784662647,1.10394442250691,-0.902024604052838,-0.260205879639616,0.147180961920962,0.971464563287991,-1.38591702597489,0.042456782472797,1.63850787095281,-0.608402804797974,-0.460701133205234,0.783273081721326,-0.111970946667811,0.174102989695654,0.18376164850013,0.210672155705832,-0.504680611774237,0.202436069725335,-1.33897425542369,-0.28630103610811
"160104",-1.257549704165,1.44383321754053,-0.861139972101705,-0.194514022013915,0.968817350582619,0.613236354490593,-0.280789523187948,-0.204329589093824,-0.248692650561127,-0.0444819410739563,0.0989893881676491,0.66494461365233,-0.63854593433553,0.976586417878636,-0.145151455240384,0.701507908341016,-0.234746453116758,-0.401072037239936,0.0291963929338256,0.375302777298327
"160105",-3.23187271893187,1.55686925115533,0.375831634243851,1.5388262896399,1.4932643552579,1.44520630784641,0.320336218073014,0.7221450551138,-0.784308579429461,-0.344451329602935,-0.0477176437795451,0.66640944984156,0.217611184628419,-0.567580409677611,0.800609600858311,0.037824885923859,0.503570513575651,0.657334693130441,-0.830836460455435,0.890262463978993
"160106",-2.9913567741174,1.21700052252381,0.686956362695054,0.706860988297526,0.511570565622454,1.00352440982641,-0.171226245912455,0.313819893778478,1.62368179117403,-0.413344166869516,-0.853064633273358,0.683339126842707,0.276375143635789,-0.341435896026208,1.51319747773658,-0.14963045816487,0.777033143161079,-0.18810518515514,-0.42266636589524,0.132779515942063
"160107",-3.99286810920882,-1.74677023305839,2.58767492422375,-0.199220612130568,1.46537165741366,0.466121940052405,0.802318466312304,0.196775777052419,0.681075194574593,-0.257239043806041,-2.39348372661502,0.507872718808606,1.21883942451272,-0.287283803428659,0.499650039079417,0.446202108248603,1.88954206122305,1.46972014991939,-0.353676298019943,-0.338877560875653
"160108",16.8477082980275,-0.757355906499463,1.36087395278803,-1.22735386657365,2.32428978989786,0.432492913995053,1.09684033183415,-0.42110700019272,0.692551530387351,-1.81930596301145,1.07512945701436,-0.504435172936896,-0.507469406433977,-0.688025353660525,-0.526834557303511,-0.590916810725704,0.676087852037022,-0.782372464754589,0.565643380301805,1.03269548612577
"160110",-6.07266199908818,-2.10413202682339,5.0761195673591,1.02082169027846,-0.501380426146062,-0.215413323145288,1.43816231366542,-0.123602945232428,-0.296736153419893,-1.67470581667268,0.493810031638189,0.48443475289673,1.68780890974478,-1.17201658601097,1.24117458555949,0.273426942976851,0.259182680784349,-1.73469699509291,-1.34342102393803,0.157458877699023
"160112",14.6420849492264,-0.18092032005615,0.973396685941272,-1.33071207421632,2.46653574102022,0.726891126599147,0.83312084771524,-0.457483835306688,0.845144350786014,-2.60015175453739,0.503607527463539,-0.148673412127805,0.371247317845618,-0.401570307809585,-1.22450915672866,0.514573656680907,0.738601625636116,-0.727789480220024,0.00666069499025211,0.826799235696069
"160113",15.6317997038468,-0.826318306945395,0.0584684869779457,-2.67608412086403,1.64051208042559,1.40085148757937,-0.371234524777619,-2.15209386997434,3.82645748251616,-1.1260082279962,0.501686710226302,-0.779854021634227,-0.169292141795715,-0.9653165922736,-0.954388656653373,0.396143893559623,-0.624069210273204,-0.431228659980993,-1.23709214001217,0.101979726888435
"160201",11.061358795868,-1.62202215873018,-1.63703862386546,0.960294854448197,-1.83504771826862,0.670058182509209,-2.19806633303954,-0.0791802666462134,-0.00452458445604413,0.806231844604955,-1.14047514923196,-1.78830277858385,0.0636533053985716,-0.0360998019196597,2.06811219453604,-0.90474720913967,-0.332727351156694,1.64057381334447,-1.14965580094581,-0.7472040380396
"160202",-6.46667142579622,-7.62200484408756,3.10024414478719,-1.73584905865417,-1.57972333315132,-0.918705130290232,-1.99489803684205,-0.289681549328532,-0.706328390490969,0.2377511648808,0.956051961550825,1.21024654821295,-1.19924311934879,0.0588039764810757,-0.836506092282304,1.04565346130492,0.153410800998715,2.0390292393763,-0.0998020646974981,1.13159139156819
"160205",-3.44180771567736,-12.6072079189098,-10.2302066161578,5.29048730077866,0.909985206899645,0.481277470934668,1.74112611151734,-0.0128955929481962,0.961061837962463,-1.53113246893535,-0.718881433901128,1.15657363291268,0.411635400553013,0.143623172842728,-0.345842012998142,0.157132278992695,-0.0819767317274909,-0.730486892421824,0.468798200425866,0.351297652907778
"160206",-0.412995849571943,0.541041357909746,-1.19198107184906,-0.874870504191889,-1.63252275361463,0.199519134644141,0.122733522496306,1.11853212757214,0.507486353759292,3.12497283294145,1.56516127360324,-1.48975651048197,0.259389713647747,1.51193041383557,0.423669576653814,-1.33301781780695,1.0440702752147,-1.01138496857146,0.601072299215881,1.4753605799971
"160210",-4.63061138802049,-0.525485633178278,0.661071769215382,0.61855123706804,-0.337958942925382,1.84564235488564,-1.03131691068809,1.2147011228577,0.227193568949432,0.400056841279756,0.953558606282913,-0.403288853385457,0.627115313165648,-0.305828571236768,0.151689829033614,0.6526676347657,0.632320921775369,-0.161861048438055,0.478926847366988,0.680114230705191
"160211",-1.78518772030468,0.663677572858774,-1.74156059847307,0.604373197072923,-2.12475292645105,0.533948744959088,-3.11056696165281,1.43132768293468,0.480499859725136,0.502265754400944,1.26611493225206,-0.865093986425875,-0.995039657730814,-0.317460212903615,0.766091485150844,-1.12431995319634,-0.285441617827726,0.122733698708692,-1.15961230412906,2.25148921989095
"160301",3.58368962356231,0.737896112167106,-2.06563822398772,-2.08736496927412,-0.0385449320883556,0.245339585105942,0.511114791465614,0.345045773305018,0.899732481761397,-0.545299888277578,0.600321243426581,0.189540940246122,-0.400773951602775,1.55590145760736,0.139273708910156,0.572410937842534,-0.713720487528964,0.881345704086087,-0.893635397555474,0.293852958160236
"160302",-3.30245798903957,1.52725664083877,-0.634387388065903,1.03765907872168,1.81421266646,0.670699286217659,1.05973831828566,0.451114589865158,-0.762128119566873,0.423959282927195,0.104853453899893,-1.05894662955126,0.189319284634565,0.603614749673757,-1.1472232728424,0.332458042540858,-0.831404108116642,-1.15253032837635,-0.233630926962097,0.0360646026994352
"160303",-1.92403287897517,1.0776771701129,-0.81382752725452,-0.434190206183983,2.77955416087691,-0.848988912359096,-0.493521710580916,-0.637243785044124,-1.44669873790024,0.800968803376375,-0.557351858813988,2.22064226049103,-1.51672365685813,0.162491263534821,1.43447379759225,-0.709899151396463,2.82729320847877,-0.797303066076415,-1.69931324278572,-1.27222950172087
"160304",-0.475551725232018,-1.72761232338539,1.17671177115752,-3.98637870914782,3.25974327837468,0.491581915848043,1.38378838270335,0.908516083003992,0.663169686005998,2.05101146179411,-2.97559514665132,0.886293231667017,0.800713565664919,1.91527926030943,1.52085731369495,-0.533351460010317,-2.07387451492609,-0.0449765505585418,0.833830848798866,-0.746983891174382
"160305",-4.61590867095715,-0.710116568820497,1.89053056144464,-0.494663808475292,2.57105506294104,0.164186458528175,-0.533449552560928,0.906694011347787,-0.561183957332108,1.00256714773963,-2.21431661886409,-0.00545500286841639,-0.096489641031093,-1.43505097855615,0.679198386626612,0.868483431691068,-1.41289348875262,0.953380958109961,1.40398262820079,2.23099006043975
"160401",1.52465362580416,0.54188868865232,0.371112036544354,-0.474887965436431,-0.382809440888955,-1.61157776444322,1.01580203301964,0.0708646163935509,-0.642558896969104,-1.03923413523545,0.597171658845205,0.00376725538105201,-1.09485856508437,1.5317597609078,0.965717532237107,0.661641106749851,-0.115069086843106,0.0598619608085818,0.959423261162286,0.409237846402731
"160402",-0.575081378385073,2.04252751565044,0.297608360796,-0.1272697091343,0.783214368671105,-0.57244374348038,1.09574021579822,1.71700517283705,-0.67204174936146,-0.257179906516847,-0.248581525164571,-0.297354955801292,1.19658022836634,0.516485884051704,0.104430726759435,0.587300813335657,1.44936836070958,-0.410449905479346,-0.0280975077687619,-0.00574846114706226
"160403",-0.992910539258844,2.12091391936117,-1.43433218295421,1.8139729465463,1.26606248658484,-3.04219580285826,3.23829709023115,-0.991216324339165,-2.34851154684058,-0.231721240195107,-2.09356940838049,-4.2855539533069,-2.16551214842471,-1.186488298338,-1.06156048543088,0.484266273737148,-0.252388744628236,1.66600311319674,-1.23803357358658,0.432177839483078
"160404",-1.14266004334612,2.09071549548655,-0.117201051963725,0.651943090120403,0.734741746379639,-1.9248573685716,0.572091742425402,1.15375279591258,0.541449637164896,0.38531178735719,-2.27863868397293,-0.99928436324134,0.0869337563881106,-1.00420721928306,-1.00999856776593,0.842061976132481,1.22031485659379,0.574299515935119,-0.382522636279317,-0.180417337378656
"160501",5.65785575743981,0.106333312559059,-2.73814870867042,-2.37098465724187,-0.945673234032799,-0.0150114873455948,1.15037133681849,0.715730598987196,-0.30556349273802,-0.425647851818824,0.457014139137923,0.0529888688110004,1.35756500060014,2.1667472207167,0.559222615680181,0.972678109053953,0.232578809795973,1.55824075616374,-0.634187816171591,-0.215882913641363
"160502",-3.27739959379886,1.2191723638165,0.159761567358887,0.732712597270547,-1.30415657501205,0.731750040721068,-0.474457112183169,0.250165184078978,-0.0905778042758646,-0.839673284892603,0.357794081925152,-2.70143914017963,0.210205942593133,0.782156824413,-0.557103701277048,-0.109994741645478,0.512920618040833,0.223597130194028,1.18583854287923,-0.411600474770482
"160503",-1.13534082403103,3.43713021450535,-1.26287502176418,1.21029337885138,-0.736826685567777,0.90863480091497,-1.81175702256294,-0.788282133098114,-1.75799734006181,0.00357012703055264,0.202456118354155,1.9589020480718,-1.42039268054073,2.59004207699823,0.221681005545121,1.25783430336632,0.148673764253282,-0.733908828344359,-2.20841926849244,0.886768655151895
"160504",-3.49736493189748,2.26153558812635,-0.0583632427057068,0.632366709761036,0.960242806759722,1.48923937565123,-0.115816984289028,0.346717573336438,-0.910142665385361,-0.268379601225215,0.295204398504671,-0.372785583082398,0.84869171491329,-0.177937239672253,-0.99425216408773,-0.376605110683666,0.199650261285185,0.51865743260034,0.776731142852721,0.17966455818031
"160505",-3.360314225872,0.83496284099548,-1.19677126608181,0.61321539865712,1.27913034208872,1.00993037904925,0.162092257227868,1.10901670177703,-1.44520162816148,-0.327763697517271,1.20412182444995,0.136588534379019,0.964143506042031,-0.711975297833821,-0.806745495405246,-0.392858281939623,0.509262049739973,0.671432016051259,0.360190174966879,-1.46809786575864
"160506",-3.00128361292636,2.91134617023434,-0.996485833202582,0.435082977209825,0.801767016527893,1.7251084217582,-0.162333630814634,0.280603212339107,-0.547442742749075,-0.204628449016059,0.504541873214617,0.731878658024871,0.581393904687285,0.847878189336768,-0.767444299713543,0.180699155088453,-0.326257047962155,0.309803574629113,0.00825630864581686,-0.435066684476979
